Datetime,女二舍,女三舍,女五舍,女一舍,女八九舍(含女九餐廳),男八舍,男一舍,男七舍,男五舍,大一女舍,男三舍
2025/1/1 0:00,,,,,34.81,78.29,37.62,34.48,23.56,53.44,32.31
2025/1/1 1:00,,,,,43.47,66.63,41.32,113.49,24.63,55.19,39.62
2025/1/1 2:00,,,,,45.32,47.53,47.56,40.78,26.94,57.87,38.69
2025/1/1 3:00,,,,,37.75,38.85,41.94,102.7,20.37,52.69,32
2025/1/1 4:00,,,,,35.43,36.42,41.25,34.11,19.13,49.62,27.44
2025/1/1 5:00,,,,,33.25,34.86,37.68,29.83,20.25,47.57,25.5
2025/1/1 6:00,,,,,31.88,37.91,31.26,91.94,20.87,51.37,22.56
2025/1/1 7:00,,,,,34.78,37.56,32.55,26.38,13.44,52.06,21.13
2025/1/1 8:00,,,,,34.96,41.52,36.57,25.27,13.12,51.25,20.18
2025/1/1 9:00,,,,,32.85,43.82,35.25,25,14.38,55.32,20.69
2025/1/1 10:00,,,,,42.06,45.85,32.5,26.19,18.75,65.75,21.13
2025/1/1 11:00,,,,,43.01,50.67,36.18,31.58,19.37,71.62,27.06
2025/1/1 12:00,,,,,39.49,52.5,45.38,93.88,20.88,73.38,24.75
2025/1/1 13:00,,,,,40.85,47.49,48.13,36.14,20.19,72.18,27.81
2025/1/1 14:00,,,,,41.75,47.35,54,30.52,23.43,77.75,32.69
2025/1/1 15:00,,,,,40.91,49.77,49.25,33.87,24.82,85.32,38.87
2025/1/1 16:00,,,,,37.15,55.55,63.12,33.61,32.93,80.81,42.13
2025/1/1 17:00,,,,,41.65,55.78,54.69,36.65,29,78,41.44
2025/1/1 18:00,,,,,44.98,54.5,52.37,56.51,24,79.31,41.31
2025/1/1 19:00,,,,,47.87,63.23,55.5,96.83,28.19,83.88,43.62
2025/1/1 20:00,,,,,49.84,64.54,69.44,38.16,26.56,94.75,52.25
2025/1/1 21:00,,,,,55.97,72.47,67.87,43.95,32.94,90.37,51.94
2025/1/1 22:00,,,,,65.41,75.61,80.14,117.84,35.25,89.81,51.56
2025/1/1 23:00,,,,,60.87,78.64,77.87,122.43,30.88,70.19,49.13
2025/1/2 0:00,,,,,54,70.14,59.75,112.99,28.81,75.06,45.81
2025/1/2 1:00,,,,,47.44,62.59,55.19,63.57,27.37,58.5,47.25
2025/1/2 2:00,,,,,42.44,49.18,43.31,84.93,26.44,48.94,39.75
2025/1/2 3:00,,,,,42.4,39.49,42.44,29.7,24.94,49,36.56
2025/1/2 4:00,,,,,36.79,38.55,38.43,37.98,16.06,49.44,27.13
2025/1/2 5:00,,,,,32.72,37.31,33.25,86.63,16,44.87,22.25
2025/1/2 6:00,,,,,35.33,39.59,30.5,23.22,15.69,46.25,19.94
2025/1/2 7:00,,,,,40.54,36.52,28.19,23.64,15.31,52.88,20.37
2025/1/2 8:00,,,,,42.22,38.69,35.56,26.17,19.88,64.06,21.94
2025/1/2 9:00,,,,,50.65,45.5,36.13,27.86,19.56,72.63,22.25
2025/1/2 10:00,,,,,53.03,44.86,38.19,29.23,19.81,99,27.12
2025/1/2 11:00,,,,,45.5,48.39,40.43,29.46,16.5,100.31,23.19
2025/1/2 12:00,,,,,50.57,53.95,45.56,38.82,15.94,106.44,24.44
2025/1/2 13:00,,,,,47.99,51.31,48.44,31.9,16.44,97.06,26.06
2025/1/2 14:00,,,,,39.48,48.09,47.75,99.83,16.62,79.69,32.5
2025/1/2 15:00,,,,,50.4,49.43,48.56,32.92,18.38,91.25,36.19
2025/1/2 16:00,,,,,55.07,53.25,51.95,36.07,22.87,104.56,31.31
2025/1/2 17:00,,,,,59.74,51.61,55.93,41.25,21.94,98.06,31.44
2025/1/2 18:00,,,,,51.41,54.7,48.07,37.04,21.62,89.81,34.37
2025/1/2 19:00,,,,,43.91,56.63,52.93,39.83,27.75,84,33.94
2025/1/2 20:00,,,,,44.37,64.78,55.81,108.21,25.88,81.13,38.94
2025/1/2 21:00,,,,,51.78,73.82,61.06,45.08,29.44,86.94,46
2025/1/2 22:00,,,,,56.51,77.1,76.56,82.52,30.25,78.12,50.87
2025/1/2 23:00,,,,,65.9,83.5,71.25,102.1,30.18,78.31,52
2025/1/3 0:00,,,,,67.22,82.26,68.75,99.15,35.57,68.57,49.44
2025/1/3 1:00,,,,,54.19,67.21,58.88,101.91,25.68,66,42.19
2025/1/3 2:00,,,,,42.66,50.72,40.94,69.06,26.13,57.75,35.81
2025/1/3 3:00,,,,,35.21,51.02,37.38,62.38,21.25,52.5,28.56
2025/1/3 4:00,,,,,31.69,38.26,31.81,23.65,18.12,52.93,24.25
2025/1/3 5:00,,,,,30.03,33.47,29.62,24.96,15.69,45.57,21.5
2025/1/3 6:00,,,,,32.09,37.56,30.07,22.22,15.31,47.43,21.75
2025/1/3 7:00,,,,,39.75,35.57,32.18,59.81,17.88,54.88,19.13
2025/1/3 8:00,,,,,47.01,38.94,32.51,57.87,17.56,64.69,19.81
2025/1/3 9:00,,,,,52.5,43.67,33.68,25.18,16.75,84.25,22.5
2025/1/3 10:00,,,,,56.46,49.28,39.69,25.68,18.63,99.87,31.88
2025/1/3 11:00,,,,,54.97,49.03,41.93,29.96,21.37,110.31,23.43
2025/1/3 12:00,,,,,60.63,49.88,39.94,30.57,17.88,96.82,24.88
2025/1/3 13:00,,,,,48.77,50.27,46.07,28.66,15.18,92.93,30.19
2025/1/3 14:00,,,,,45.26,52.95,47.75,28.42,16.75,72.25,31.18
2025/1/3 15:00,,,,,45.56,53.06,50.43,34.46,21.25,78.82,31.07
2025/1/3 16:00,,,,,56.35,58.57,49.75,65.23,19.19,97.62,38.75
2025/1/3 17:00,,,,,58.68,53.05,51.88,99.31,21.56,95,44.37
2025/1/3 18:00,,,,,56.09,51.96,45,34.8,19.57,87.06,32.81
2025/1/3 19:00,,,,,51.88,53.75,46.94,37.14,20.75,75.94,39.44
2025/1/3 20:00,,,,,47,56.48,57.25,37.05,30.25,76,37.44
2025/1/3 21:00,,,,,53.66,62.79,55.25,46.22,28.75,76.44,47.12
2025/1/3 22:00,,,,,64.4,67.07,59.31,112.5,34.43,73.69,47.75
2025/1/3 23:00,,,,,68.85,65.92,63.25,67.06,27.94,71.37,51.38
2025/1/4 0:00,,,,,64.24,68.5,54.68,99.95,30.94,62.31,55.06
2025/1/4 1:00,,,,,60.1,60.85,47.38,98.61,30.62,60.82,43.31
2025/1/4 2:00,,,,,39,45.61,46.38,69.64,25.19,52.06,36.69
2025/1/4 3:00,,,,,33.84,41.62,38.74,68.2,18.25,51.81,30.38
2025/1/4 4:00,,,,,34.66,35.53,37.51,23.19,20.75,45.94,30.31
2025/1/4 5:00,,,,,30.31,33.73,31.68,22.19,17.19,47.37,25.25
2025/1/4 6:00,,,,,33.16,33.58,29.5,22.39,14.87,51.19,21.06
2025/1/4 7:00,,,,,31.37,33.43,31.38,21,15.32,47.75,21.63
2025/1/4 8:00,,,,,37.03,35.12,34.75,87.23,15.5,57.44,21.06
2025/1/4 9:00,,,,,33.29,38.7,34.56,25.68,17.56,68.94,23.37
2025/1/4 10:00,,,,,35.84,45.11,31.94,25.45,14.94,72.18,27
2025/1/4 11:00,,,,,34.59,46.24,35.62,26.91,21.25,77.07,27.32
2025/1/4 12:00,,,,,41.57,50.73,42.56,22.78,17.68,84.25,30
2025/1/4 13:00,,,,,45.5,52.3,49.07,24.43,26.25,79.62,32.87
2025/1/4 14:00,,,,,44.77,53.61,43.25,24.22,23.13,79.81,27.44
2025/1/4 15:00,,,,,39.63,52.75,42.93,26.82,21.31,72.57,28.75
2025/1/4 16:00,,,,,37.54,54.35,41,24.82,23,63.12,36.87
2025/1/4 17:00,,,,,37.47,55.73,41.13,74.49,21.56,64,41.07
2025/1/4 18:00,,,,,39.9,57.23,42.82,61.97,20.69,74.63,30.87
2025/1/4 19:00,,,,,40.82,57.08,51.37,33.45,21.25,79.56,37.5
2025/1/4 20:00,,,,,40.8,62.54,53.06,32.58,21.25,87.06,44.81
2025/1/4 21:00,,,,,41.53,66.57,57.88,34.79,25.38,84.19,44
2025/1/4 22:00,,,,,55.01,69.89,58.56,102.05,28.68,79.5,46
2025/1/4 23:00,,,,,56.99,75.86,69.12,62.6,35.57,71.44,46
2025/1/5 0:00,,,,,60.6,74.66,57.94,107.81,27.75,71.87,53
2025/1/5 1:00,,,,,49.09,55.29,50.56,88.11,27.12,62.06,46.5
2025/1/5 2:00,,,,,48.1,47.34,42.82,71.87,23.94,58.63,35.82
2025/1/5 3:00,,,,,32.87,38.25,39.37,53.41,17.19,49.5,27.93
2025/1/5 4:00,,,,,32.13,34.08,32.94,27.17,19.5,49.94,25.57
2025/1/5 5:00,,,,,32.78,30.9,31.87,22.2,14.56,48.75,22.62
2025/1/5 6:00,,,,,31.96,30.95,28.5,33.82,14.19,48,23.31
2025/1/5 7:00,,,,,30.85,30.25,30.57,75.15,14.93,44.25,21.88
2025/1/5 8:00,,,,,33.41,31.74,36.43,18.91,16.07,45,22.75
2025/1/5 9:00,,,,,31.93,34.28,32.82,19.34,16.25,56.93,25.06
2025/1/5 10:00,,,,,32.1,38,30.37,20.39,17.43,73.75,27.5
2025/1/5 11:00,,,,,33.28,41.88,32.5,22.67,20.5,82.69,31
2025/1/5 12:00,,,,,35.03,45.85,41.12,25.85,20.32,87.81,30.88
2025/1/5 13:00,,,,,35.56,46.15,38.63,21.84,22.62,78.07,29.25
2025/1/5 14:00,,,,,37.94,48.89,40.44,69.03,18.69,72.75,35.43
2025/1/5 15:00,,,,,38.54,53.5,42,62.24,19,72.93,34.25
2025/1/5 16:00,,,,,34.96,54,43.62,28.62,21.69,81.82,33.69
2025/1/5 17:00,,,,,38.97,54.74,43.25,35.3,18.62,80.62,33.81
2025/1/5 18:00,,,,,44.38,54.84,41,35.06,20.69,79.44,33.5
2025/1/5 19:00,,,,,43.06,61.99,47.25,37.85,25.06,87,40.07
2025/1/5 20:00,,,,,44.43,64.04,51.13,48.61,30.25,92.69,37.68
2025/1/5 21:00,,,,,50.32,70.39,69.49,97.96,28.88,86.06,41.82
2025/1/5 22:00,,,,,62.31,77.39,62.44,47.27,33.37,84.12,49.18
2025/1/5 23:00,,,,,59,69.85,62.63,114.09,39.31,76.82,46.82
2025/1/6 0:00,,,,,59.5,66.86,69.13,98.11,39.63,76.43,46.81
2025/1/6 1:00,,,,,54.13,53.01,53.5,59.27,29.56,60.44,41.12
2025/1/6 2:00,,,,,47.05,43.37,49.75,103.87,27.69,54.31,28.75
2025/1/6 3:00,,,,,32.01,35.12,34.75,31.1,17.62,49.94,28.13
2025/1/6 4:00,,,,,30.5,32.88,31.44,81.34,19.63,47,25.56
2025/1/6 5:00,,,,,31.69,29.51,30.24,33.63,14.87,45.44,23.06
2025/1/6 6:00,,,,,33.74,33.83,32.76,25.93,14.69,46.44,21.57
2025/1/6 7:00,,,,,36.57,31.15,29.49,22.6,17.63,55.5,20.18
2025/1/6 8:00,,,,,45.19,33.38,34.07,22.04,17.43,67.56,20.44
2025/1/6 9:00,,,,,45.49,38.11,36.3,26.66,15.38,86.56,21.19
2025/1/6 10:00,,,,,50.63,43.26,38.51,25.78,15.81,96,21.44
2025/1/6 11:00,,,,,50.38,42.62,37.25,27.55,17.31,98.19,26.43
2025/1/6 12:00,,,,,50.56,49.28,38.31,31.01,17,103.12,30.57
2025/1/6 13:00,,,,,44.06,46.55,39.87,38.96,18.44,88.44,30.06
2025/1/6 14:00,,,,,37.63,50.82,46.51,107.72,17.38,71,31.31
2025/1/6 15:00,,,,,45,52.95,54.56,33.25,18.06,81.75,31.13
2025/1/6 16:00,,,,,49.93,57.23,49.37,26.14,17.44,93.44,29.18
2025/1/6 17:00,,,,,54.81,55.94,47.82,32.57,19.87,95.44,29
2025/1/6 18:00,,,,,56.19,62.68,41.5,34.18,19.94,90.06,29.88
2025/1/6 19:00,,,,,42.26,67.76,50.37,40.47,21.12,85.69,32.94
2025/1/6 20:00,,,,,46.74,71.64,55.75,40.39,24.38,95.81,38.31
2025/1/6 21:00,,,,,51.75,81.82,61.12,97.34,32.31,87.87,45.62
2025/1/6 22:00,,,,,65.88,74.76,59.94,93.64,26.25,77.38,52.07
2025/1/6 23:00,,,,,53.13,73.42,60.94,101,28.25,69.69,47.06
2025/1/7 0:00,,,,,50.68,72.83,54.57,133.13,27.06,63.31,48.81
2025/1/7 1:00,,,,,46.44,60.16,42.05,98.78,22.07,55.06,39.81
2025/1/7 2:00,,,,,34.94,47.34,39.81,34.37,25.12,49.25,31.13
2025/1/7 3:00,,,,,31.25,38,37.63,63.02,20.25,46.5,31.94
2025/1/7 4:00,,,,,30.12,36.07,33.69,62.26,15.5,46,24.56
2025/1/7 5:00,,,,,28.5,31.04,35.69,26.78,14.13,48.19,23.06
2025/1/7 6:00,,,,,31.81,34.38,30.12,24.47,15.25,48.19,20.63
2025/1/7 7:00,,,,,40.13,36.46,26.56,23.88,13.87,51.93,19.06
2025/1/7 8:00,,,,,45.93,37.35,32.13,24.03,13.94,62.82,24.94
2025/1/7 9:00,,,,,46.69,40.79,34.19,98.78,14.37,72.62,25.5
2025/1/7 10:00,,,,,55.94,43.27,37.5,32.81,13.82,95.88,29.75
2025/1/7 11:00,,,,,50.19,43.71,32.87,28.78,16,88.25,24.31
2025/1/7 12:00,,,,,48.87,46.01,37.5,25,22,96.12,28.44
2025/1/7 13:00,,,,,42.94,48.07,40.5,28.24,21.18,102.19,24.81
2025/1/7 14:00,,,,,40.63,45.81,36.44,28.28,20.32,79,28.94
2025/1/7 15:00,,,,,43.37,52.19,39.38,27.84,21.56,77.87,32.31
2025/1/7 16:00,,,,,50.06,50,41,76.72,19.75,92.07,34.06
2025/1/7 17:00,,,,,57.75,52.06,41.99,58.75,26,99.68,31.13
2025/1/7 18:00,,,,,53.26,51.44,46.01,31.63,23.06,91.5,36.81
2025/1/7 19:00,,,,,42.8,57.68,44.31,33.58,26.75,77.5,37.69
2025/1/7 20:00,,,,,40.44,55.19,48.06,50.37,34.69,82.57,40.56
2025/1/7 21:00,,,,,53.57,61.38,61,98.67,30.25,76.5,46
2025/1/7 22:00,,,,,61.81,65.93,63.69,47.14,26.44,68.75,45.37
2025/1/7 23:00,,,,,55.06,73.38,57.81,106.46,28.37,69.93,49.38
2025/1/8 0:00,,,,,52.94,63.87,53.68,79.71,31.5,61.88,49
2025/1/8 1:00,,,,,41,55.32,48.39,95.36,27.06,59.56,44.81
2025/1/8 2:00,,,,,36.12,44.43,39.55,91.05,20.25,50.38,33.38
2025/1/8 3:00,,,,,30.5,39.44,32.69,28.38,21.07,46.93,27.25
2025/1/8 4:00,,,,,30.63,38.31,33.26,80.96,16.37,45.19,25.12
2025/1/8 5:00,,,,,30.31,33.88,35.11,32.54,14.75,44.06,24.44
2025/1/8 6:00,,,,,33.43,37.31,30.44,21.48,14.81,47.5,21.06
2025/1/8 7:00,,,,,37.32,35.19,27.7,21.84,16.19,54.63,21.69
2025/1/8 8:00,,,,,41.88,37.69,34.05,23.69,16.5,64.5,23.12
2025/1/8 9:00,,,,,57.44,44.43,31.38,28.17,16.31,86.44,22
2025/1/8 10:00,,,,,49.8,44.19,33.63,25.41,17.5,103.31,23.13
2025/1/8 11:00,,,,,54.63,49.5,32.37,89.47,19.44,99.87,26.31
2025/1/8 12:00,,,,,50.5,48.31,42,60.7,17.69,96.38,27.94
2025/1/8 13:00,,,,,48.19,48,39.69,28.41,19,92.5,30.5
2025/1/8 14:00,,,,,43.31,52,44.87,26.97,20.06,78.87,31.81
2025/1/8 15:00,,,,,44.31,53.94,43.57,24.95,21.75,88.32,30.44
2025/1/8 16:00,,,,,54.69,49.63,40.94,24.55,25.06,94.06,31.5
2025/1/8 17:00,,,,,55.37,55.37,42.37,32.32,25.57,99.25,32.12
2025/1/8 18:00,,,,,50.88,57.5,47.75,31.72,24.75,92.94,33.63
2025/1/8 19:00,,,,,44,57.63,46.31,84.38,22.31,94.06,32.94
2025/1/8 20:00,,,,,48.75,56.62,48.12,79.78,23.75,92.87,39
2025/1/8 21:00,,,,,44.56,58.94,50.57,42.41,23.5,79.44,45.18
2025/1/8 22:00,,,,,61.06,63.56,54.68,99.57,26.19,73.69,50.94
2025/1/8 23:00,,,,,60.13,70.44,57.56,95.41,33.12,92.25,49.06
2025/1/9 0:00,,,,,59.19,64.69,59.69,75.94,33.06,86.94,44.07
2025/1/9 1:00,,,,,43.5,62.62,56.25,112.98,33.82,66.81,35.75
2025/1/9 2:00,,,,,41.06,56.19,45.19,64.1,25.81,52.69,32.81
2025/1/9 3:00,,,,,32.31,40.25,33.01,64.46,18.56,48.18,27.81
2025/1/9 4:00,,,,,32.69,39.81,33.8,23.79,16,46.5,26.63
2025/1/9 5:00,,,,,32.19,35.5,32.69,93.54,17.44,46.44,26.12
2025/1/9 6:00,,,,,32.56,36.19,29,21.69,17.37,46.94,20.56
2025/1/9 7:00,,,,,37.13,38,32.75,21.34,15.57,53.62,18.88
2025/1/9 8:00,,,,,47.56,40,32.69,27.58,21.75,66.63,23.44
2025/1/9 9:00,,,,,47.93,40.69,35.69,26.25,16.75,77.06,18.93
2025/1/9 10:00,,,,,54.69,42.25,40.12,24.27,19.12,99.19,24.13
2025/1/9 11:00,,,,,53.57,44.12,37.01,28.28,24.75,98.12,24.62
2025/1/9 12:00,,,,,49.75,44.44,46.12,25.94,24.19,98.5,24.19
2025/1/9 13:00,,,,,41.74,48.94,46.81,24.68,20.06,98.63,26.13
2025/1/9 14:00,,,,,40.13,50.43,41.94,68.74,18.63,80.25,30.18
2025/1/9 15:00,,,,,42.75,52,44.12,63.8,21.62,89.19,30.5
2025/1/9 16:00,,,,,51.62,49.07,41.19,24.85,21.56,87.43,32.38
2025/1/9 17:00,,,,,57.94,52.31,48.07,28.58,24.25,94.94,30.69
2025/1/9 18:00,,,,,47.26,53.94,49.49,34.38,23.63,88.5,34.43
2025/1/9 19:00,,,,,46.68,50.81,52.13,47.89,20.94,71.75,34.44
2025/1/9 20:00,,,,,44.44,51.37,54.69,113.76,20.25,81.44,37.25
2025/1/9 21:00,,,,,43.94,63.88,57.93,46.21,23.37,83.31,46.88
2025/1/9 22:00,,,,,52.24,70.94,54.13,104.03,32.25,81.63,45.37
2025/1/9 23:00,,,,,47.94,66.93,55.06,126.89,29.5,74.81,41.63
2025/1/10 0:00,,,,,50.07,63.25,63.07,87.08,27.56,77.25,43.81
2025/1/10 1:00,,,,,38.55,60.63,56.18,103.09,25,61.87,36.37
2025/1/10 2:00,,,,,31.94,52.44,39.75,82.89,21.57,48.57,29.63
2025/1/10 3:00,,,,,33.44,43.31,34.38,63.36,18.62,46.93,32.56
2025/1/10 4:00,,,,,31.69,36.25,29.62,27.92,16.44,47.13,23.56
2025/1/10 5:00,,,,,30.12,34.87,30.13,23.53,16.12,48.19,21.57
2025/1/10 6:00,,,,,31.19,37.63,32.87,22.93,14.25,45.31,20.43
2025/1/10 7:00,,,,,38.07,37.5,27.5,23.53,14.38,50.69,18.44
2025/1/10 8:00,,,,,41.74,40.56,28.82,28.01,16.25,62.31,24.81
2025/1/10 9:00,,,,,45.69,46.5,29.93,94.75,21.31,69.81,24.5
2025/1/10 10:00,,,,,50.76,44.81,40.06,68.52,18.94,90.63,21.94
2025/1/10 11:00,,,,,51.24,48.19,38.75,28.26,20.37,90.12,23.06
2025/1/10 12:00,,,,,51.06,52.13,39.88,29.13,18.69,94.5,24.38
2025/1/10 13:00,,,,,41.69,51.62,47,28.19,19.94,98.06,23.87
2025/1/10 14:00,,,,,35.69,48.06,45.31,24.42,19.37,75.69,28
2025/1/10 15:00,,,,,45.37,46.57,49.5,96.28,22.75,79.19,26.32
2025/1/10 16:00,,,,,50.94,47.68,45.13,65.69,22.82,95.37,28.93
2025/1/10 17:00,,,,,49.51,56.63,40.12,40.12,19.12,90.5,30.57
2025/1/10 18:00,,,,,48.36,52.12,40.5,40.33,18.38,85.69,32.5
2025/1/10 19:00,,,,,40.76,56,41.37,33.77,24.93,76,30.93
2025/1/10 20:00,,,,,40.25,57.63,44.32,38.26,21.32,90.44,37.88
2025/1/10 21:00,,,,,43.81,62.19,43.93,106.1,25.87,74.75,41.75
2025/1/10 22:00,,,,,48.62,69,50.13,84.37,22.94,76.44,42.75
2025/1/10 23:00,,,,,61.26,66.93,59.13,126.48,30.25,80.37,48
2025/1/11 0:00,,,,,54.43,66.57,55.31,130.29,25.37,66.31,47.06
2025/1/11 1:00,,,,,41.06,60.62,47.19,72.26,30.82,60.19,39.88
2025/1/11 2:00,,,,,33.19,49,37.56,81.02,23.93,52.88,30.12
2025/1/11 3:00,,,,,32.94,40.56,37.18,26.29,18.19,47.43,24.13
2025/1/11 4:00,,,,,28.25,36.69,32.63,64.57,15.69,46.82,22.56
2025/1/11 5:00,,,,,28.06,34.56,30.13,65.32,14.25,46.5,21.81
2025/1/11 6:00,,,,,29.94,33.44,30.37,22.71,14.12,46.37,20.44
2025/1/11 7:00,,,,,29.37,32.69,29,21.75,14.07,44.94,20.81
2025/1/11 8:00,,,,,30.63,33.75,28.69,21.5,14.31,47.06,20.19
2025/1/11 9:00,,,,,35.32,37.75,28.87,22.97,16.62,57.5,21.12
2025/1/11 10:00,,,,,38.86,50.12,33.57,22.82,22.75,66,22.32
2025/1/11 11:00,,,,,34.63,44.82,36.75,21.75,17,69.25,26.5
2025/1/11 12:00,,,,,32.69,43.56,33.05,30.35,19.63,71.19,28.37
2025/1/11 13:00,,,,,35.43,43.87,36.01,106.59,20.44,73.19,30.63
2025/1/11 14:00,,,,,34.51,51.19,36.87,53.56,18.56,67.43,34.12
2025/1/11 15:00,,,,,35.25,51.81,38.5,29.43,19.94,65.57,30.88
2025/1/11 16:00,,,,,34.74,49.69,38.57,34.01,20.25,65.18,30.75
2025/1/11 17:00,,,,,35.82,51.31,38.18,34.47,23.25,70,34.06
2025/1/11 18:00,,,,,36.56,49.38,38.62,33.66,21.12,68.82,33.75
2025/1/11 19:00,,,,,40.63,50.75,43.57,39.14,22.13,76.37,37.56
2025/1/11 20:00,,,,,34.12,52.62,49.06,74.69,22.5,79,34.19
2025/1/11 21:00,,,,,42.82,60.38,51.88,102.73,27,69.75,44.37
2025/1/11 22:00,,,,,47.94,65.19,62.81,86.03,27.43,72.13,49.82
2025/1/11 23:00,,,,,60.93,70.06,52.69,99.88,24.13,74.81,45.62
2025/1/12 0:00,,,,,48.5,71.94,55.5,114.43,28.62,65.06,42.56
2025/1/12 1:00,,,,,45.82,63.37,41.81,106.36,26.32,53.56,47.57
2025/1/12 2:00,,,,,36.18,51.81,37.43,46.82,19.06,48.57,27.37
2025/1/12 3:00,,,,,31.06,45,29.44,26.54,17.12,47.31,25.75
2025/1/12 4:00,,,,,28.19,41.32,28.82,45.6,16.94,45.37,22.63
2025/1/12 5:00,,,,,29.56,34.25,29.31,89.46,15.44,44.82,20.87
2025/1/12 6:00,,,,,30.63,36.06,27,21.25,15.19,50.37,22.31
2025/1/12 7:00,,,,,29.19,39.56,28.62,22.47,14.37,45.19,20.63
2025/1/12 8:00,,,,,31.87,34.88,34.82,20.36,19.31,46.31,20.44
2025/1/12 9:00,,,,,33.06,35.75,32.06,21.88,14.57,51.63,23.25
2025/1/12 10:00,,,,,32.32,42.5,37.94,23.79,18.75,61.31,22.68
2025/1/12 11:00,,,,,30.44,42.12,32.12,23.16,20.37,61.75,26.32
2025/1/12 12:00,,,,,31.12,40.69,34.25,26.09,23.5,67.81,27.5
2025/1/12 13:00,,,,,35,40.5,35.19,61.99,19.06,69.81,32.93
2025/1/12 14:00,,,,,36.31,40,37.25,97.08,17.5,73.38,26.69
2025/1/12 15:00,,,,,36.56,44.56,37.5,32.42,17.75,76.69,26.75
2025/1/12 16:00,,,,,39.44,47.44,34.19,26,18.13,65.93,32.19
2025/1/12 17:00,,,,,37,48.12,34.62,28.75,20.06,66.82,31.56
2025/1/12 18:00,,,,,38.87,49.63,37.19,37.08,20.31,68,36.63
2025/1/12 19:00,,,,,37.69,51.69,48.38,107.58,21.25,74.37,41.12
2025/1/12 20:00,,,,,42.44,61.68,43,40.35,28,78.63,41.88
2025/1/12 21:00,,,,,53.68,67.32,51.31,110.49,24.57,74,45.43
2025/1/12 22:00,,,,,53.19,59.93,64.56,77.06,26,75.43,52.19
2025/1/12 23:00,,,,,43.7,68.75,66.44,99.41,28,85.57,50.75
2025/1/13 0:00,,,,,40.3,66.88,58.37,120.72,30.93,72.87,50.75
2025/1/13 1:00,,,,,37.13,55.56,56.07,90.97,30.13,62.56,45.44
2025/1/13 2:00,,,,,33.06,51.75,42.49,64.4,20.5,47.5,31.44
2025/1/13 3:00,,,,,29.44,44.44,32.19,33.97,19.06,44.44,24.87
2025/1/13 4:00,,,,,30.62,36.5,27.5,96.27,16,48.5,21.88
2025/1/13 5:00,,,,,31.76,33.31,26.31,24.34,13.44,43.44,24.56
2025/1/13 6:00,,,,,31.81,38.38,25.94,21.36,12.56,48.25,22.87
2025/1/13 7:00,,,,,35.56,35.12,25.94,20.44,13.38,51.62,17.88
2025/1/13 8:00,,,,,41.94,37.38,29.06,21.23,15.5,61.88,19.37
2025/1/13 9:00,,,,,44.75,40.12,32.81,25.56,17.56,75.44,18.5
2025/1/13 10:00,,,,,45.81,42.75,40.13,24.11,17,110.25,21.69
2025/1/13 11:00,,,,,43.56,44.06,34.75,63.39,16.25,98.75,20.63
2025/1/13 12:00,,,,,47.69,46.5,36.06,66.78,19.44,99.12,23.93
2025/1/13 13:00,,,,,39.44,47.32,43.31,24.79,19.87,92.31,25.44
2025/1/13 14:00,,,,,34.31,49.43,36.32,26.04,17,69.25,24.44
2025/1/13 15:00,,,,,41.38,48,41.56,25.74,18.44,69.82,25.75
2025/1/13 16:00,,,,,46.19,47.88,41.44,24.98,16.19,89.75,25.81
2025/1/13 17:00,,,,,52.36,56.19,35.81,30.52,19.81,90.18,32.63
2025/1/13 18:00,,,,,52.32,51.25,37.32,58.67,19.19,82.63,32.06
2025/1/13 19:00,,,,,43,47.87,42.25,95.86,19.25,84.19,28.62
2025/1/13 20:00,,,,,43.06,57.13,47.62,44.09,23.87,86,34.25
2025/1/13 21:00,,,,,45.94,60.56,50.69,75.5,22.06,73.93,42.32
2025/1/13 22:00,,,,,48.38,64.44,53.37,88.83,21.94,73.19,41.62
2025/1/13 23:00,,,,,43.06,65.12,53.69,117.31,25.63,71.75,55.19
2025/1/14 0:00,,,,,46.62,67.81,57.49,114.72,25.87,69.94,45.06
2025/1/14 1:00,,,,,36.63,54.25,52.26,102.22,20.31,54.69,40.31
2025/1/14 2:00,,,,,35.63,45.57,40.06,49.97,25,47,35.07
2025/1/14 3:00,,,,,33.61,37.43,35.44,80.2,14.44,46.75,28.68
2025/1/14 4:00,,,,,28.76,36.13,29.74,40.63,13.94,48.62,22.94
2025/1/14 5:00,,,,,28.12,34.06,29.88,23.54,13.81,46.94,20.88
2025/1/14 6:00,,,,,32.87,35.38,28.38,23.16,13.56,46.06,19.81
2025/1/14 7:00,,,,,38.63,36.31,32.68,26.44,13.25,57.19,18
2025/1/14 8:00,,,,,43.44,39,34.94,24.19,15.69,64.81,19.25
2025/1/14 9:00,,,,,47.38,45.56,33.56,25.32,13.75,76.38,19.94
2025/1/14 10:00,,,,,47.99,41.75,32.82,25.43,17,91.93,19.93
2025/1/14 11:00,,,,,49.38,41.5,32.44,28.25,22,92.57,20.25
2025/1/14 12:00,,,,,49.57,47.25,35.68,27.92,18.94,97.43,25.32
2025/1/14 13:00,,,,,43.93,43.13,38.07,30.67,17.94,94.88,20.93
2025/1/14 14:00,,,,,39.13,43.25,36.18,92.53,20.56,86.5,21.75
2025/1/14 15:00,,,,,44.69,45.68,39.94,28.28,19,81.69,23.13
2025/1/14 16:00,,,,,52.3,45.69,35.75,27.16,20.12,83.87,24.5
