Datetime,工學院綜合大樓,思亮館,一號館2F,電機一館,心理系北館,-漁業生物實驗室-,-原分所-,一號館1F(戲劇系),一號館3F,三號館,全球變遷中心,小福樓,新數學研究中心,-電子顯微鏡館-,人類學博物館,土木館,數學館,漁業陳列館,-推廣中心-,動物標本館,植物溫室,積學館,應用力學研究大樓,凝態物理科學館,普通大樓,一號館,博雅館,化學工程館,樂學館,心理南研究大樓,農業陳列館,物理系液氮機室,生化所,貴儀中心氦液化機用電,植物標本館,-新生大樓-,化學館,化學館(不含貴儀中心氦液化機用電),海洋研究所,-城鄉所-
2026-01-14 08:00:00,182.06,43.6,20.57,54.75,25.75,0.0,293.38,2.78,56.44,61.7,68.53,0.0,,,,25.38,,1.11,21.89,1.14,3.19,288.32,106.5,580.0,3.89,79.79,,71.25,,5.25,,0.02,70.0,0.75,3.9,29.91,235.71,234.96,96.28,1.26
2026-01-14 09:00:00,203.88,51.16,21.31,56.44,27.94,0.0,311.22,3.94,59.24,61.43,73.72,0.0,,,,29.75,,1.69,29.34,1.23,3.12,305.6,118.35,590.82,5.77,84.49,,81.44,,5.69,,0.02,79.13,1.13,4.91,30.53,250.8,249.67,104.18,1.54
2026-01-14 10:00:00,219.5,54.62,21.93,58.28,28.69,0.0,322.03,4.22,59.98,67.37,78.29,0.0,,,,32.0,,1.85,30.0,1.05,3.56,322.31,129.62,603.84,6.89,86.13,,91.0,,7.06,,0.02,82.75,1.19,5.82,30.75,262.96,261.77,112.9,2.79
2026-01-14 11:00:00,220.19,65.94,22.76,58.69,29.06,0.0,327.03,4.47,62.58,72.62,79.49,0.0,,,,31.0,,2.03,31.44,1.31,3.5,338.55,127.16,617.38,12.76,89.81,,96.81,,8.37,,0.02,87.44,0.75,5.63,30.12,264.58,263.83,116.1,3.02
2026-01-14 12:00:00,209.31,64.28,22.49,61.62,29.31,0.0,325.25,4.56,63.44,72.73,77.75,0.0,,,,32.56,,1.46,28.62,1.05,3.19,339.38,129.09,619.75,3.93,90.49,,93.0,,6.63,,0.07,90.12,3.18,5.43,29.94,270.94,267.76,115.51,4.1
2026-01-14 13:00:00,208.19,63.56,22.37,62.0,30.44,0.0,326.81,5.09,62.35,73.91,79.35,0.0,,,,32.38,,1.83,30.75,1.36,3.0,344.36,131.97,629.47,4.47,89.81,,94.62,,6.0,,0.03,86.63,1.19,5.35,30.1,273.53,272.34,120.87,4.04
2026-01-14 14:00:00,207.0,64.0,22.95,65.38,30.31,0.0,328.88,5.5,62.13,75.9,81.86,0.0,,,,30.62,,1.79,31.29,1.0,3.5,356.8,130.56,632.91,9.1,90.58,,96.88,,7.5,,0.05,85.75,0.94,5.31,15.03,284.05,283.11,119.11,3.57
2026-01-14 15:00:00,204.37,59.75,24.15,65.09,33.44,0.0,330.87,5.16,61.38,81.85,79.9,0.0,,,,30.31,,1.97,29.31,1.13,3.5,365.12,132.07,632.31,4.84,90.69,,98.94,,7.25,,0.03,84.25,0.81,5.47,9.09,281.76,280.95,120.53,3.56
2026-01-14 16:00:00,191.63,53.57,23.5,63.84,34.69,0.0,330.81,5.21,64.35,75.83,80.05,0.0,,,,29.88,,2.01,30.2,1.05,2.69,363.23,130.12,634.65,7.2,93.06,,98.62,,7.5,,0.02,84.18,2.75,4.27,9.5,278.57,275.82,116.82,3.93
2026-01-14 17:00:00,174.62,49.12,24.0,61.94,33.0,0.0,326.47,4.32,67.03,80.7,80.34,0.0,,,,28.0,,1.67,34.68,1.18,2.62,353.91,127.25,618.02,10.1,95.35,,93.88,,5.81,,0.06,78.25,1.06,4.01,10.06,274.15,273.09,118.63,4.43
2026-01-14 18:00:00,162.38,40.38,22.75,51.85,31.5,0.0,316.63,3.97,60.07,74.63,79.31,0.0,,,,25.37,,1.19,34.21,1.23,2.32,344.84,122.06,619.44,8.42,86.79,,84.87,,5.5,,0.07,76.94,0.69,3.62,10.0,269.74,269.05,112.6,4.33
2026-01-14 19:00:00,156.25,39.31,21.31,46.9,30.19,0.0,306.31,2.99,57.06,72.23,74.65,0.0,,,,24.44,,1.28,32.62,1.22,1.87,328.75,120.69,608.9,8.56,81.36,,81.63,,5.06,,0.07,72.13,1.06,3.35,9.85,264.81,263.75,113.29,3.82
2026-01-14 20:00:00,154.75,38.4,20.38,47.44,28.62,0.0,297.72,2.88,56.49,67.29,72.24,0.0,,,,23.75,,1.32,30.03,1.22,1.94,326.75,116.91,593.78,8.05,79.75,,78.62,,4.5,,0.07,71.5,1.19,2.87,9.93,257.88,256.69,105.82,3.71
2026-01-14 21:00:00,155.81,37.07,20.41,45.62,28.56,0.0,289.59,2.79,58.21,62.83,71.9,0.0,,,,23.25,,1.33,27.33,1.24,1.94,314.62,114.87,587.92,8.26,81.41,,76.19,,4.82,,0.07,67.93,0.81,3.09,10.04,248.72,247.91,104.57,3.44
2026-01-14 22:00:00,152.81,37.5,19.3,47.22,26.57,0.0,287.22,3.0,55.82,59.88,72.59,0.0,,,,23.25,,1.25,15.16,1.29,1.87,301.73,110.66,585.95,8.03,78.12,,75.56,,4.56,,0.08,66.82,0.75,3.22,9.81,242.67,241.92,103.22,3.56
2026-01-14 23:00:00,151.88,36.27,18.7,45.97,25.37,0.0,283.78,2.81,55.87,57.66,68.7,0.0,,,,22.81,,1.31,10.27,1.46,2.0,291.84,108.12,587.96,9.56,77.38,,74.81,,4.56,,0.08,68.87,1.19,2.84,10.34,235.55,234.36,103.46,3.49
2026-01-15 00:00:00,150.75,36.73,17.74,44.53,24.75,0.0,285.13,2.97,54.38,56.41,68.6,0.0,,,,23.5,,1.18,9.29,1.35,1.94,287.99,108.04,581.58,8.97,75.09,,71.88,,5.88,,0.09,68.69,3.5,2.94,11.22,233.75,230.25,96.71,3.34
2026-01-15 01:00:00,147.18,35.81,17.69,44.47,25.13,0.0,287.53,2.84,55.64,55.28,70.26,0.0,,,,23.25,,1.22,8.84,1.41,1.94,284.57,104.37,575.12,9.3,76.17,,70.81,,5.62,,0.1,66.69,0.75,2.98,11.25,227.27,226.52,96.46,1.91
2026-01-15 02:00:00,143.82,35.47,18.25,43.44,24.31,0.0,286.78,2.69,54.03,54.89,69.19,0.0,,,,22.25,,1.16,8.47,1.38,2.06,280.85,102.34,573.95,9.27,74.97,,69.5,,4.56,,0.1,65.12,0.75,2.96,10.84,225.94,225.19,95.02,1.92
2026-01-15 03:00:00,142.75,36.5,17.19,44.03,24.0,0.0,283.0,2.62,55.17,55.51,67.66,0.0,,,,21.38,,1.26,8.94,1.35,2.31,277.08,102.85,562.74,9.31,74.98,,68.69,,4.19,,0.01,64.63,1.06,3.06,10.47,230.55,229.49,93.22,1.89
2026-01-15 04:00:00,141.5,35.25,17.5,43.19,23.31,0.0,282.97,2.66,54.66,55.13,68.91,0.0,,,,21.37,,1.38,9.41,1.39,2.44,277.6,101.81,564.26,10.09,74.82,,68.94,,4.19,,0.01,65.0,1.19,3.1,10.28,224.61,223.42,94.97,1.87
2026-01-15 05:00:00,141.81,35.12,17.56,42.53,23.88,0.0,286.4,2.53,55.09,54.84,68.86,0.0,,,,21.38,,1.05,11.71,1.29,2.94,276.4,100.34,567.76,11.34,75.18,,68.87,,4.12,,0.0,63.37,0.88,2.87,10.13,221.94,221.06,92.89,1.86
2026-01-15 06:00:00,142.44,34.82,17.57,43.87,23.87,0.0,285.25,2.68,55.93,55.21,67.77,0.0,,,,21.31,,1.22,10.99,0.91,3.43,275.91,102.35,559.28,10.31,76.18,,67.25,,4.19,,0.06,63.81,0.75,2.94,10.34,223.51,222.76,93.04,1.58
2026-01-15 07:00:00,146.62,36.27,17.75,42.47,23.63,0.0,290.38,2.44,55.54,55.71,67.25,0.0,,,,22.13,,1.17,14.22,1.07,3.38,276.73,101.31,567.0,7.15,75.73,,67.06,,3.94,,0.04,68.69,3.18,2.88,10.94,233.24,230.06,93.19,1.25
2026-01-15 08:00:00,173.19,43.04,20.0,42.69,25.62,0.0,298.41,3.22,58.08,57.65,71.42,0.0,,,,25.93,,1.23,28.38,1.08,3.25,290.71,108.38,577.73,4.05,81.3,,75.5,,6.44,,0.01,74.94,1.19,3.71,10.31,238.72,237.53,98.71,1.3
2026-01-15 09:00:00,183.44,48.56,21.0,46.38,26.56,0.0,318.34,4.38,58.12,59.64,75.11,0.0,,,,28.07,,1.96,31.73,1.09,3.25,308.5,113.15,599.28,6.89,83.5,,84.38,,8.12,,0.03,80.69,1.13,4.0,10.72,250.21,249.08,109.16,1.25
2026-01-15 10:00:00,190.93,50.75,22.68,46.71,31.38,0.0,327.66,4.85,58.86,68.49,79.34,0.0,,,,30.68,,1.98,35.18,1.46,3.56,326.77,119.47,631.1,9.4,86.39,,91.19,,8.69,,0.04,84.93,1.25,5.35,32.88,264.46,263.21,112.38,1.62
2026-01-15 11:00:00,193.07,55.97,23.05,48.75,31.06,0.0,335.5,5.06,60.09,67.55,81.18,0.0,,,,31.82,,2.01,36.75,1.14,3.06,342.32,119.28,651.33,7.67,88.2,,92.93,,8.75,,0.03,86.75,1.0,4.72,31.47,267.64,266.64,117.26,1.95
2026-01-15 12:00:00,197.56,57.15,22.88,48.63,31.31,0.0,334.18,4.15,68.4,69.35,81.53,0.0,,,,30.87,,1.99,33.96,1.14,3.0,345.41,120.75,653.81,4.94,95.43,,94.13,,7.25,,0.02,89.19,0.75,3.65,9.93,271.04,270.29,120.97,2.32
2026-01-15 13:00:00,210.12,57.63,22.62,48.81,30.75,0.0,332.94,5.25,65.81,72.6,85.42,0.0,,,,31.88,,2.21,37.49,1.09,3.07,352.75,122.56,653.12,3.73,93.68,,99.56,,6.87,,0.03,86.38,0.87,4.66,10.16,268.33,267.46,123.43,2.25
2026-01-15 14:00:00,198.75,59.75,23.75,51.97,29.82,0.0,337.41,4.84,61.28,76.07,86.33,0.0,,,,32.12,,1.93,37.34,1.07,3.62,361.5,130.69,666.21,10.27,89.87,,107.38,,7.38,,0.04,92.37,3.44,5.09,9.66,280.31,276.87,124.13,2.34
2026-01-15 15:00:00,204.5,60.87,24.65,50.84,30.12,0.0,340.72,4.69,62.1,76.77,86.26,0.0,,,,33.38,,2.09,37.58,1.06,3.5,360.22,134.5,670.46,13.38,91.44,,108.18,,7.75,,0.04,90.94,1.06,4.6,9.5,274.88,273.82,132.71,2.26
2026-01-15 16:00:00,202.94,57.63,24.0,51.41,30.69,0.0,335.84,4.97,64.99,74.26,83.47,0.0,,,,34.0,,2.12,34.72,1.09,2.75,360.89,128.94,656.21,12.3,93.96,,102.0,,7.5,,0.04,87.94,0.75,3.24,9.53,280.73,279.98,125.82,2.26
2026-01-15 17:00:00,193.0,46.78,22.82,49.28,29.94,0.0,329.59,3.78,62.43,74.27,81.12,0.0,,,,30.62,,1.94,32.71,1.27,2.5,346.36,122.12,633.43,10.18,89.03,,98.88,,5.5,,0.07,82.25,0.81,3.26,10.5,270.67,269.86,118.59,3.0
2026-01-15 18:00:00,178.69,38.51,22.56,47.06,29.18,0.0,314.32,3.15,60.08,67.26,78.97,0.0,,,,28.06,,1.21,31.6,1.54,2.31,334.24,116.94,616.54,8.38,85.79,,88.81,,4.75,,0.08,78.31,1.19,2.78,11.28,265.49,264.3,106.22,4.18
2026-01-15 19:00:00,173.94,38.74,21.74,47.47,27.19,0.0,309.15,3.42,59.26,66.59,75.3,0.0,,,,25.07,,1.33,29.18,1.25,1.94,326.93,113.81,609.27,8.46,84.42,,79.88,,4.75,,0.07,72.5,1.06,2.78,11.25,258.22,257.16,103.23,3.19
2026-01-15 20:00:00,170.0,39.34,20.37,47.44,26.13,0.0,307.5,3.15,56.73,65.75,74.01,0.0,,,,24.56,,1.48,25.3,1.28,1.88,321.81,115.57,604.51,8.08,80.25,,75.12,,4.69,,0.07,71.87,0.75,2.5,10.5,260.5,259.75,101.58,2.57
2026-01-15 21:00:00,167.68,38.25,19.32,46.19,25.31,0.0,304.25,2.87,54.81,63.68,75.13,0.0,,,,24.31,,1.41,22.71,1.3,1.93,317.14,115.53,589.9,8.35,77.0,,74.81,,4.5,,0.08,72.38,1.13,2.34,10.53,243.46,242.33,96.56,2.66
2026-01-15 22:00:00,167.44,37.88,19.35,46.25,25.44,0.0,297.97,3.1,53.87,62.17,75.8,0.0,,,,23.69,,1.41,12.67,1.45,1.88,305.1,111.06,583.37,8.46,76.32,,74.94,,5.18,,0.07,72.87,3.56,2.78,10.75,235.27,231.71,93.17,2.57
2026-01-15 23:00:00,161.06,36.72,19.44,46.19,25.87,0.0,290.94,2.97,52.93,61.48,72.37,0.0,,,,22.75,,1.38,9.57,1.05,1.94,290.27,107.66,584.82,8.6,75.34,,73.69,,4.75,,0.09,70.57,0.75,2.72,11.09,223.44,222.69,93.29,2.16
2026-01-16 00:00:00,160.69,36.53,18.19,44.9,24.69,0.0,291.47,2.84,52.74,58.27,72.59,0.0,,,,22.5,,1.4,9.51,1.0,1.93,283.38,105.78,576.68,8.57,73.77,,72.0,,4.75,,0.08,70.43,1.19,2.53,11.35,222.33,221.14,92.31,2.04
2026-01-16 01:00:00,161.63,36.81,18.8,46.16,24.75,0.0,290.75,2.97,53.24,55.21,73.42,0.0,,,,22.19,,1.22,9.94,1.01,1.88,281.23,100.4,577.33,8.94,75.01,,69.5,,4.57,,0.06,68.82,1.19,3.03,11.47,222.56,221.37,91.74,2.0
2026-01-16 02:00:00,158.56,36.75,18.44,45.9,26.69,0.0,287.93,2.75,53.06,55.58,72.74,0.0,,,,22.06,,1.38,9.21,1.03,1.94,283.0,99.47,582.89,8.88,74.25,,68.37,,4.43,,0.09,68.62,0.81,2.79,11.06,223.98,223.17,91.57,2.06
2026-01-16 03:00:00,157.94,37.88,17.82,45.16,24.56,0.0,287.13,2.66,53.08,54.55,72.37,0.0,,,,21.56,,1.37,12.23,0.98,2.12,282.26,100.57,572.28,9.19,73.56,,68.75,,4.32,,0.0,68.0,1.19,2.71,11.28,220.62,219.43,88.6,1.94
2026-01-16 04:00:00,159.87,36.41,17.75,45.94,24.0,0.0,283.19,2.71,52.54,55.12,72.37,0.0,,,,21.94,,1.36,13.72,0.97,2.19,281.55,99.34,577.44,9.93,73.0,,68.57,,4.18,,0.01,67.38,1.18,2.66,11.25,219.13,217.95,90.22,1.83
2026-01-16 05:00:00,163.13,36.4,17.63,46.22,24.25,0.0,283.59,2.66,52.9,54.67,73.12,0.0,,,,21.19,,1.25,13.16,0.93,2.62,281.15,99.37,578.56,10.73,73.19,,69.12,,4.13,,0.0,68.68,3.07,2.56,11.09,222.61,219.54,90.94,1.9
2026-01-16 06:00:00,157.43,35.53,17.55,44.53,23.37,0.0,284.88,2.66,53.66,55.8,72.9,0.0,,,,21.0,,1.34,10.78,0.91,3.5,279.44,99.85,577.78,10.08,73.87,,69.44,,4.12,,0.03,68.25,0.93,2.81,10.94,218.21,217.28,88.2,1.56
2026-01-16 07:00:00,163.13,36.12,18.2,45.4,24.25,0.0,289.71,2.5,53.54,55.58,71.61,0.0,,,,22.0,,1.42,13.8,1.25,3.25,279.22,99.47,582.59,8.82,74.24,,69.19,,4.19,,0.03,69.75,1.19,2.97,9.69,232.38,231.19,91.61,1.33
2026-01-16 08:00:00,174.56,43.41,20.49,45.63,26.07,0.0,302.0,2.96,55.31,58.91,77.13,0.0,,,,28.43,,1.16,23.4,1.08,3.38,288.72,105.5,586.21,6.19,78.76,,72.5,,7.0,,0.01,75.32,1.0,3.75,10.47,239.05,238.05,94.96,1.26
2026-01-16 09:00:00,189.63,51.12,21.44,45.5,28.31,0.0,327.19,4.19,58.01,61.06,81.43,0.0,,,,30.44,,2.07,27.82,0.95,3.5,310.15,111.93,602.35,14.91,83.64,,84.81,,7.94,,0.03,79.12,4.75,4.63,11.09,251.95,247.2,101.95,1.73
2026-01-16 10:00:00,214.68,51.44,21.93,47.25,30.69,0.0,345.06,5.28,59.11,69.78,83.4,0.0,,,,32.56,,2.09,30.56,1.28,3.31,325.19,117.85,632.76,13.95,86.32,,92.19,,8.25,,0.02,81.56,1.19,5.56,10.72,258.78,257.59,107.85,2.04
2026-01-16 11:00:00,227.82,54.1,22.55,46.66,30.87,0.0,345.1,4.35,61.47,74.96,82.46,0.0,,,,31.07,,1.36,32.46,0.94,2.88,333.65,116.56,651.23,9.65,88.37,,98.25,,9.25,,0.02,85.63,3.44,5.82,10.91,266.09,262.65,118.53,2.24
2026-01-16 12:00:00,237.56,49.65,23.56,46.56,33.0,0.0,341.59,4.25,62.96,77.0,80.16,0.0,,,,29.56,,1.28,29.01,1.23,2.87,335.66,118.97,654.63,4.85,90.77,,96.93,,9.19,,0.06,89.5,1.25,4.25,10.71,270.25,269.0,121.72,2.63
2026-01-16 13:00:00,233.87,50.26,22.81,48.56,33.19,0.0,340.63,4.38,63.76,73.29,81.75,0.0,,,,30.12,,1.32,27.31,0.94,2.75,337.68,125.28,662.74,4.93,90.95,,95.82,,9.43,,0.03,86.87,5.43,5.05,10.5,273.9,268.47,122.66,2.53
2026-01-16 14:00:00,240.13,50.87,23.13,48.75,35.25,0.0,353.5,4.65,64.25,77.47,82.91,0.0,,,,32.32,,1.32,28.86,0.97,3.19,349.47,130.0,672.98,10.2,92.03,,94.18,,8.88,,0.03,91.63,9.32,4.92,10.16,288.86,279.54,123.4,2.49
2026-01-16 15:00:00,239.94,51.78,23.87,48.78,37.31,0.0,349.06,4.78,63.24,81.97,91.89,0.0,,,,34.25,,1.5,27.99,1.28,3.19,352.37,126.22,673.15,15.68,91.89,,91.57,,9.62,,0.0,85.94,17.68,5.05,9.25,296.6,278.92,123.7,2.52
2026-01-16 16:00:00,239.87,50.5,23.57,48.56,37.38,0.0,349.34,4.22,61.7,76.98,86.89,0.0,,,,34.12,,1.95,28.47,1.04,2.56,352.67,121.5,672.09,13.58,89.49,,92.37,,9.0,,0.03,85.12,1.25,4.79,9.66,275.42,274.17,118.15,2.35
2026-01-16 17:00:00,228.63,47.53,24.45,48.07,32.75,0.0,345.44,4.47,62.29,75.05,83.28,0.0,,,66.74,29.69,,1.9,35.0,1.23,2.62,347.42,123.09,654.75,10.61,91.21,69.32,84.69,5.65,7.63,4.44,0.03,81.94,1.19,3.53,10.31,269.27,268.08,113.9,2.56
2026-01-16 18:00:00,209.18,39.16,23.62,48.34,29.68,0.0,327.53,3.88,58.99,70.45,79.58,,,,,25.87,,1.32,35.84,1.39,2.32,334.59,116.44,634.34,,86.49,,76.25,,5.31,,0.05,76.0,3.56,2.9,9.75,258.69,255.13,106.71,2.31
2026-01-16 19:00:00,208.63,36.75,23.94,48.44,26.5,0.0,320.53,3.4,56.79,68.35,78.28,,,,,25.75,,1.42,34.04,1.14,1.87,326.24,111.59,612.57,,84.13,,73.87,,4.94,,0.07,74.31,1.25,3.25,10.0,252.26,251.01,97.87,2.44
2026-01-16 20:00:00,203.25,37.06,21.81,46.9,25.75,0.0,311.28,3.18,53.69,67.95,76.14,0.0,,,87.35,25.07,,1.4,32.87,1.1,1.94,312.75,109.16,603.3,8.67,78.68,35.33,70.69,3.08,4.81,2.93,0.08,74.44,1.19,3.2,9.87,249.04,247.85,99.17,2.22
2026-01-16 21:00:00,203.62,35.53,20.13,45.91,25.5,0.0,305.66,3.16,54.47,67.69,76.6,0.0,,,82.99,24.12,,1.48,25.94,1.24,2.0,299.65,106.56,607.72,8.67,77.76,26.49,68.38,2.78,4.88,2.69,0.09,71.06,1.25,2.89,9.69,239.0,237.75,108.59,1.78
2026-01-16 22:00:00,199.25,36.0,19.43,47.75,24.94,0.0,301.56,2.75,53.08,62.39,75.84,0.0,,,81.0,23.5,,1.51,12.7,1.21,1.87,289.16,105.41,592.08,8.42,75.26,24.57,67.06,2.58,4.87,2.25,0.09,71.06,1.19,2.79,9.28,225.44,224.25,110.41,1.86
2026-01-16 23:00:00,195.82,35.16,19.94,46.31,24.13,0.0,295.85,3.32,52.92,57.67,73.82,0.0,,,82.17,22.81,,1.52,8.92,1.08,2.0,280.74,103.12,580.04,7.84,76.18,22.88,66.12,2.84,4.81,1.69,0.09,68.19,1.25,2.72,9.88,224.25,223.0,108.3,1.92
2026-01-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
