Datetime,工學院綜合大樓,思亮館,一號館2F,電機一館,心理系北館,-漁業生物實驗室-,-原分所-,一號館1F(戲劇系),一號館3F,三號館,全球變遷中心,小福樓,新數學研究中心,-電子顯微鏡館-,人類學博物館,土木館,數學館,漁業陳列館,-推廣中心-,動物標本館,植物溫室,積學館,應用力學研究大樓,凝態物理科學館,普通大樓,一號館,博雅館,化學工程館,樂學館,心理南研究大樓,農業陳列館,物理系液氮機室,生化所,貴儀中心氦液化機用電,植物標本館,-新生大樓-,化學館,化學館(不含貴儀中心氦液化機用電),海洋研究所,-城鄉所-
2026-01-10 16:00:00,152.94,35.1,19.93,53.56,29.37,0.0,290.56,2.68,59.45,60.98,,0.0,0.75,,42.35,26.5,0.6,0.77,36.42,1.02,3.0,280.93,92.96,575.64,8.35,82.06,33.87,64.81,,4.75,11.25,0.02,65.19,1.13,2.85,9.0,227.94,226.81,,1.51
2026-01-10 17:00:00,149.81,35.47,21.0,53.97,28.5,0.0,285.37,3.47,58.18,59.58,,0.0,0.81,,43.14,26.25,0.59,1.0,23.33,1.22,3.38,283.47,95.19,571.93,9.03,82.65,23.26,66.19,,4.32,8.63,0.07,64.06,1.19,2.84,9.69,225.19,224.0,,2.73
2026-01-10 18:00:00,148.5,35.55,20.25,53.15,29.13,0.0,283.41,3.34,59.9,60.93,,0.0,0.75,,41.48,25.5,0.59,0.65,16.75,1.41,3.12,278.22,94.56,569.64,7.12,83.49,19.0,61.63,,4.25,1.94,0.07,64.56,0.81,2.75,9.6,225.78,224.97,,3.31
2026-01-10 19:00:00,150.07,35.25,20.25,52.1,27.93,0.0,282.88,2.53,58.2,63.23,,0.0,0.81,,42.17,23.63,0.59,0.97,13.76,1.67,2.69,273.07,96.13,570.11,7.46,80.98,16.12,56.5,,4.87,1.62,0.06,62.0,0.75,2.59,9.78,223.3,222.55,,3.46
2026-01-10 20:00:00,144.31,33.76,19.94,53.15,27.75,0.0,280.81,2.85,55.13,61.38,,0.0,0.81,,41.08,22.43,0.59,0.78,13.89,1.98,2.75,271.21,95.0,559.78,7.61,77.92,13.7,54.37,,4.5,1.56,0.07,62.63,0.75,2.5,9.9,222.43,221.68,,3.9
2026-01-10 21:00:00,138.44,34.41,20.62,53.5,27.75,0.0,283.59,2.59,57.14,60.34,,0.0,0.75,,40.96,22.19,0.6,0.77,13.77,1.49,2.94,269.19,94.0,556.81,7.36,80.35,13.18,53.88,,4.56,1.5,0.08,61.5,0.75,2.44,9.85,221.39,220.64,,4.12
2026-01-10 22:00:00,138.37,34.62,19.63,53.19,27.19,0.0,278.97,3.0,55.24,58.61,,0.0,0.82,,41.86,21.5,0.59,1.13,12.37,0.99,3.12,262.69,92.78,553.63,7.49,77.87,13.38,48.62,,4.44,1.5,0.05,60.81,3.5,2.56,9.87,212.19,208.69,,3.85
2026-01-10 23:00:00,137.31,34.49,19.0,53.6,26.38,0.0,279.16,2.68,54.82,57.78,,0.0,0.81,,41.13,21.69,0.6,0.66,9.34,1.64,3.25,262.06,92.19,555.78,7.86,76.5,12.94,44.69,,4.25,1.57,0.07,59.31,1.25,2.37,10.22,211.87,210.62,,3.33
2026-01-11 00:00:00,137.69,35.1,17.88,52.53,26.37,0.0,277.22,2.76,54.68,54.23,,0.0,0.81,,41.01,22.37,0.61,0.84,8.99,1.9,3.19,261.47,92.78,553.04,7.77,75.32,13.12,42.75,,5.44,1.49,0.08,61.75,0.75,2.51,11.25,214.26,213.51,,3.35
2026-01-11 01:00:00,136.81,35.5,17.99,52.56,25.19,0.0,279.15,2.62,55.12,52.85,,0.0,0.81,,42.23,21.57,0.6,0.91,8.76,1.86,3.19,261.12,91.37,562.44,8.17,75.73,12.94,42.19,,5.37,1.5,0.09,61.25,0.75,2.47,11.34,210.1,209.35,,3.23
2026-01-11 02:00:00,136.38,34.22,17.88,52.94,25.25,0.0,278.1,2.63,55.7,52.23,,0.0,0.82,,41.36,19.81,0.61,0.91,8.91,1.89,3.25,257.41,89.47,551.28,8.45,76.21,13.0,42.25,,4.25,1.5,0.1,61.5,0.75,2.4,10.97,211.43,210.68,,3.41
2026-01-11 03:00:00,134.81,34.94,17.88,52.25,24.31,0.0,280.4,2.49,54.34,52.54,,0.0,0.81,,41.48,19.81,0.61,0.76,9.35,1.89,3.37,256.06,88.85,550.34,8.48,74.71,12.93,42.5,,4.07,1.57,0.09,59.69,0.81,2.6,10.28,215.71,214.9,,3.24
2026-01-11 04:00:00,133.13,33.53,17.86,52.4,24.75,0.0,274.97,2.54,54.62,52.13,,0.0,0.81,,41.73,19.63,0.61,0.86,9.83,1.87,3.5,255.22,88.06,545.63,9.25,75.02,13.14,42.25,,4.06,1.49,0.11,61.62,1.13,2.62,10.04,211.04,209.91,,3.26
2026-01-11 05:00:00,133.43,33.97,18.07,52.72,24.25,0.0,278.78,2.68,54.8,52.76,,0.0,0.81,,41.39,19.68,0.61,0.81,12.17,1.47,3.75,255.63,88.28,544.47,9.95,75.55,12.04,41.87,,4.06,1.44,0.09,60.88,1.25,2.69,11.28,209.99,208.74,,3.29
2026-01-11 06:00:00,133.07,33.21,18.64,52.28,24.75,0.0,273.6,2.54,55.86,52.28,,0.0,0.82,,40.74,19.44,0.62,0.85,11.02,0.9,4.25,254.68,89.84,547.08,9.93,77.04,13.96,42.25,,4.06,1.5,0.03,61.0,3.12,2.72,11.09,213.01,209.89,,2.98
2026-01-11 07:00:00,133.43,33.35,17.57,52.88,24.13,0.0,272.71,2.35,55.4,53.23,,0.0,0.81,,39.08,19.0,0.61,0.99,14.38,1.02,4.19,256.25,100.79,514.29,7.62,75.32,14.12,38.56,,4.0,1.32,0.06,62.37,0.75,2.78,11.53,212.53,211.78,,2.93
2026-01-11 08:00:00,135.69,33.4,19.01,52.78,25.18,0.0,278.69,2.33,56.7,55.93,,,0.81,,,,0.6,0.77,36.19,1.02,4.25,256.87,99.06,,,78.04,,,,3.88,,0.06,62.13,0.75,3.03,13.91,210.32,209.57,,2.84
2026-01-11 09:00:00,143.38,33.44,19.3,53.69,25.32,0.0,277.47,2.47,57.64,58.68,,,0.81,,,,0.61,1.09,40.8,0.93,3.19,261.69,99.65,,,79.41,,,,3.87,,0.08,63.25,0.81,3.41,15.15,215.15,214.34,,2.79
2026-01-11 10:00:00,145.5,34.54,19.07,52.87,25.5,0.0,278.06,2.28,57.28,56.86,40.89,,0.82,,,,0.59,0.83,43.24,0.88,3.06,261.08,100.69,555.56,,78.63,,,,4.5,,0.07,63.81,0.75,4.5,15.35,218.45,217.7,60.04,2.66
2026-01-11 11:00:00,145.81,35.34,19.44,53.81,26.06,0.0,279.32,2.5,57.26,56.78,37.21,,0.81,,,,0.61,1.02,40.38,0.99,2.94,263.62,103.13,558.6,,79.2,,,,4.38,,0.04,64.81,0.75,4.37,15.19,216.58,215.83,63.07,2.82
2026-01-11 12:00:00,145.25,34.59,20.31,53.6,26.37,0.0,276.18,2.82,59.92,56.62,34.59,,0.75,,,,0.6,1.12,33.07,1.38,2.87,266.02,101.53,562.79,,83.05,,,,4.31,,0.05,64.69,0.75,3.97,14.46,216.1,215.35,60.79,2.86
2026-01-11 13:00:00,145.69,34.62,20.0,53.47,25.75,0.0,279.82,3.13,59.04,57.04,42.26,,0.81,,,,0.61,0.95,35.26,1.63,3.0,265.25,102.9,567.21,,82.17,,,,4.44,,0.04,64.69,3.13,4.15,14.6,218.06,214.93,61.02,2.84
2026-01-11 14:00:00,148.0,34.47,19.62,52.53,25.88,0.0,280.43,2.84,59.64,58.66,46.16,,0.81,,,,0.6,1.05,40.56,1.47,3.19,265.31,103.07,582.37,,82.1,,,,4.69,,0.05,66.37,0.75,4.01,18.15,215.01,214.26,62.25,2.99
2026-01-11 15:00:00,150.0,35.1,20.06,53.69,26.31,0.0,287.32,2.87,60.95,59.27,47.03,,0.82,,,11.75,0.61,0.73,37.12,1.14,3.5,273.39,107.03,577.86,,83.88,,,,4.56,,0.05,66.57,0.75,3.87,17.07,223.15,222.4,62.44,3.46
2026-01-11 16:00:00,149.37,34.41,20.7,51.84,25.88,0.0,282.71,3.13,63.39,60.55,47.75,,0.81,,,12.18,0.6,1.06,34.53,1.82,3.75,276.87,105.59,570.27,,87.22,,,,4.25,,0.05,65.37,0.75,3.12,14.03,216.46,215.71,63.24,3.24
2026-01-11 17:00:00,147.94,36.12,21.43,52.87,24.68,0.0,282.85,3.15,63.33,60.65,49.76,0.0,0.81,,,12.25,0.59,0.79,23.77,1.91,3.88,272.89,100.66,568.37,6.89,87.91,,,,4.37,,0.08,65.06,0.75,2.98,13.87,217.3,216.55,66.49,4.09
2026-01-11 18:00:00,141.44,36.22,22.57,52.54,24.57,0.0,277.19,2.81,65.63,61.0,55.07,0.0,0.81,,,13.32,0.6,1.05,19.97,1.98,3.56,263.18,95.78,572.27,6.42,91.01,,,,5.82,,0.06,64.13,0.75,2.84,10.03,218.19,217.44,64.78,4.86
2026-01-11 19:00:00,145.56,35.63,22.81,52.18,25.0,0.0,270.4,2.51,60.0,59.39,59.1,0.0,0.75,,,14.25,0.6,0.89,14.07,1.95,3.12,262.61,96.28,564.15,6.33,85.32,,,,5.43,,0.07,63.5,0.75,2.69,10.04,217.23,216.48,70.08,4.03
2026-01-11 20:00:00,145.31,35.25,21.09,52.1,24.06,0.0,269.56,2.74,56.41,57.79,58.81,0.0,0.82,,,14.25,0.59,0.85,13.88,1.91,3.13,259.5,95.72,554.9,6.34,80.24,,,,4.57,,0.07,64.87,0.75,2.68,11.0,221.71,220.96,76.35,4.0
2026-01-11 21:00:00,144.94,35.18,19.06,52.03,23.5,0.0,270.91,2.73,56.69,57.66,59.38,0.0,0.81,,,14.37,0.6,0.8,14.12,1.72,3.19,258.0,93.03,549.46,6.29,78.48,,,,4.62,,0.07,62.69,3.06,2.44,10.4,217.82,214.76,78.63,4.13
2026-01-11 22:00:00,145.31,34.97,19.56,53.0,23.12,0.0,271.22,2.81,56.27,58.21,59.44,0.0,0.81,,,15.13,0.6,0.96,12.56,1.69,3.18,255.32,90.38,551.76,6.57,78.64,,,,4.5,,0.08,62.13,0.75,2.56,10.35,214.77,214.02,81.24,4.2
2026-01-11 23:00:00,147.5,34.97,19.25,51.72,24.44,0.0,272.84,2.81,56.05,55.76,57.97,0.0,0.81,,,13.68,0.6,0.77,9.55,1.77,3.19,253.52,90.25,543.92,6.91,78.11,,,,4.75,,0.08,59.81,0.75,2.53,12.09,212.8,212.05,77.91,3.31
2026-01-12 00:00:00,145.44,35.78,18.01,52.47,24.44,0.0,270.13,2.69,56.09,53.94,57.96,0.0,0.82,,,13.69,0.6,1.08,9.22,1.85,3.19,256.63,92.81,547.67,7.02,76.79,,,,6.06,,0.09,62.37,0.81,2.41,11.47,206.93,206.12,75.85,3.45
2026-01-12 01:00:00,145.25,34.85,18.0,51.65,24.44,0.0,269.72,2.62,56.25,52.49,59.68,0.0,0.81,,,13.69,0.61,0.75,9.89,1.81,3.19,254.93,91.12,540.85,7.05,76.87,,,,5.69,,0.09,63.38,0.75,2.57,11.31,209.42,208.67,73.38,3.44
2026-01-12 02:00:00,143.44,34.96,18.06,52.16,23.56,0.0,268.0,2.57,56.49,51.09,59.96,0.0,0.81,,,13.31,0.62,0.89,9.19,1.86,3.25,253.23,88.57,538.83,7.58,77.12,,,,4.63,,0.1,62.31,0.75,2.47,11.19,211.61,210.86,68.22,3.43
2026-01-12 03:00:00,143.12,35.32,18.37,52.28,23.31,0.0,265.72,2.56,55.8,51.44,58.49,0.0,0.81,,,12.69,0.61,0.79,9.21,1.9,3.37,252.46,89.28,538.33,7.59,76.73,,,,4.12,,0.09,60.13,1.63,2.65,10.72,207.66,206.03,66.58,3.38
2026-01-12 04:00:00,142.06,34.37,18.19,51.78,23.13,0.0,266.81,2.63,56.22,51.14,58.39,0.0,0.82,,,12.62,0.61,0.98,9.56,1.85,3.56,253.04,88.53,537.47,8.62,77.04,,,,4.06,,0.09,61.5,2.19,2.69,10.56,211.25,209.06,68.05,2.05
2026-01-12 05:00:00,140.88,34.84,18.01,53.06,23.62,0.0,270.5,2.55,56.64,52.06,59.34,0.0,0.81,,,12.38,0.61,0.88,11.81,1.38,3.88,253.4,89.28,534.74,9.37,77.2,,,,4.25,,0.05,62.06,0.75,2.81,11.22,209.44,208.69,65.31,1.92
2026-01-12 06:00:00,143.0,34.23,18.25,51.78,23.75,0.0,271.0,2.44,56.58,51.4,58.62,0.0,0.81,,,12.5,0.61,0.83,10.76,0.98,4.44,254.59,89.34,541.1,9.79,77.27,,,,4.13,,0.07,62.69,1.0,2.78,11.22,209.4,208.4,67.98,1.72
2026-01-12 07:00:00,145.12,34.21,18.18,52.0,23.56,0.0,278.65,2.41,56.95,52.05,59.57,0.0,0.81,,,14.5,0.6,0.85,13.62,0.97,4.37,257.79,88.0,545.63,5.43,77.54,,,,3.94,,0.03,66.93,1.18,2.94,10.78,212.94,211.76,73.14,1.26
2026-01-12 08:00:00,167.32,42.32,21.93,52.79,27.19,0.0,295.6,3.34,58.3,54.89,62.05,0.0,0.82,,,22.12,0.6,0.86,22.5,0.97,4.63,269.86,96.47,559.65,18.97,83.57,,,,4.37,,0.04,68.57,1.0,3.59,17.72,232.25,231.25,87.33,1.35
2026-01-12 09:00:00,182.93,49.44,23.58,52.62,28.06,0.0,316.5,4.63,63.73,58.03,65.94,0.0,0.81,,,27.63,0.59,0.98,28.63,1.27,4.12,286.58,110.6,575.27,10.25,91.94,,,,6.63,,0.08,75.43,3.25,4.47,26.06,240.5,237.25,98.0,1.68
2026-01-12 10:00:00,191.0,53.71,23.74,54.41,29.88,0.0,331.97,4.97,66.64,64.11,69.39,0.0,0.75,,,28.56,0.6,1.03,27.91,1.27,3.44,304.62,126.25,602.4,45.75,95.35,,,,8.12,,0.04,79.57,1.25,4.97,31.56,251.4,250.15,105.26,1.97
2026-01-12 11:00:00,195.19,53.69,24.28,54.78,31.25,0.0,339.03,4.72,62.86,68.47,71.55,0.0,0.81,,,29.69,0.6,0.93,29.22,1.22,3.25,316.48,129.78,634.83,40.6,91.86,,,,7.25,,0.03,81.5,13.32,4.75,31.35,273.83,260.51,117.68,1.99
2026-01-12 12:00:00,186.69,50.62,23.5,54.65,37.56,0.0,334.59,4.21,64.15,70.2,69.09,0.0,0.81,,,31.94,0.59,1.0,27.98,0.94,3.19,324.37,129.84,644.44,17.93,91.86,,,,6.25,,0.03,83.25,12.06,3.97,27.87,274.8,262.74,122.47,2.58
2026-01-12 13:00:00,210.69,48.41,23.5,57.07,37.63,0.0,335.22,4.26,63.73,68.35,73.34,0.0,0.75,,,32.25,0.59,1.23,34.43,1.25,3.31,325.63,131.44,638.56,18.16,91.49,,,,6.06,,0.03,81.93,10.5,4.22,31.06,278.74,268.24,123.4,2.53
2026-01-12 14:00:00,230.56,50.28,23.62,57.22,38.18,0.0,340.78,5.15,64.56,73.17,77.28,0.0,0.82,,,32.43,0.59,0.94,33.6,0.98,3.5,335.63,130.59,647.88,65.28,93.33,,,,5.82,,0.03,80.75,12.69,4.5,29.88,282.71,270.02,119.76,3.98
2026-01-12 15:00:00,213.19,50.28,24.07,57.37,37.5,0.0,349.72,5.28,63.99,72.86,73.81,0.0,0.81,,,33.07,0.6,1.04,32.16,1.14,4.25,344.14,133.41,643.37,44.66,93.34,,,,7.18,,0.03,83.69,3.75,4.37,29.12,272.25,268.5,117.16,4.07
2026-01-12 16:00:00,203.37,52.51,23.63,56.03,37.25,0.0,346.31,5.1,62.62,75.14,72.51,0.0,0.65,,,33.56,0.59,1.07,31.03,1.23,3.5,338.88,130.94,654.26,30.52,91.35,,,,7.38,,0.04,80.31,1.18,3.41,18.03,274.8,273.62,122.8,4.37
2026-01-12 17:00:00,195.19,49.21,23.5,55.5,35.19,0.0,330.38,4.09,62.11,75.48,71.96,0.0,0.57,,,31.25,0.6,1.1,41.99,1.97,3.5,336.1,124.37,628.17,13.71,89.7,,,,6.44,,0.05,79.63,3.5,3.37,12.94,276.15,272.65,117.82,3.99
2026-01-12 18:00:00,179.31,41.29,22.37,55.1,31.94,0.0,311.75,3.18,64.08,76.56,70.76,0.0,0.56,,,28.25,0.59,1.11,42.1,1.93,3.62,323.37,118.72,606.01,8.24,89.63,,,,5.25,,0.07,73.75,0.75,3.19,12.03,261.19,260.44,111.24,4.03
2026-01-12 19:00:00,175.94,38.96,20.75,56.06,30.69,0.0,302.03,3.0,60.52,75.69,68.18,0.0,0.62,,,26.5,0.6,0.95,36.05,1.98,3.25,316.06,117.22,604.42,8.12,84.27,,,,4.93,,0.07,69.75,0.88,3.16,11.75,258.38,257.5,106.45,4.12
2026-01-12 20:00:00,173.06,37.56,19.93,55.44,27.75,0.0,292.72,3.57,57.22,74.07,66.54,0.0,0.57,,,26.37,0.59,1.01,30.2,1.84,3.19,309.3,113.37,587.14,8.11,80.72,,,,4.13,,0.07,68.75,1.19,2.59,11.35,255.97,254.78,103.96,4.41
2026-01-12 21:00:00,171.13,36.35,19.32,56.78,27.81,0.0,288.06,3.31,56.4,62.76,67.05,0.0,0.56,,,25.75,0.6,0.89,26.66,1.52,3.19,297.3,112.63,579.67,8.39,79.03,,,,4.31,,0.08,66.12,1.0,2.47,11.84,245.4,244.4,101.26,4.22
2026-01-12 22:00:00,168.75,36.09,19.7,55.97,26.75,0.0,282.97,3.13,55.38,60.04,66.29,0.0,0.56,,,24.75,0.6,1.06,15.01,1.13,3.19,281.99,108.25,570.64,7.95,78.21,,,,4.38,,0.08,66.07,0.68,2.37,12.16,237.99,237.31,100.62,4.26
2026-01-12 23:00:00,165.0,34.53,18.87,54.62,26.31,0.0,283.25,3.16,54.95,56.82,62.99,0.0,0.63,,,23.63,0.6,0.94,10.92,1.41,3.18,272.72,107.15,567.56,9.43,76.98,,,,4.25,,0.09,63.18,0.75,2.5,12.72,225.52,224.77,96.72,3.5
2026-01-13 00:00:00,162.31,34.88,18.06,54.5,24.94,0.0,284.97,2.83,54.92,54.83,62.36,0.0,0.56,,,22.19,0.6,1.03,9.37,1.43,3.19,270.04,102.91,562.26,8.74,75.81,,,,4.81,,0.09,65.63,1.19,2.34,12.53,226.29,225.1,89.55,3.36
2026-01-13 01:00:00,161.56,35.13,18.25,54.09,24.81,0.0,281.87,2.79,55.06,54.28,64.54,0.0,0.56,,,21.18,0.61,1.0,9.04,1.39,3.19,266.49,103.91,557.68,8.74,76.1,,,,4.44,,0.09,63.75,3.44,2.48,12.59,227.58,224.14,89.65,3.31
2026-01-13 02:00:00,161.63,34.59,18.13,53.38,24.38,0.0,282.35,2.56,54.55,54.63,64.96,0.0,0.56,,,21.25,0.61,0.84,8.81,1.35,3.25,265.13,103.37,560.21,9.08,75.24,,,,4.37,,0.08,63.31,0.75,2.4,12.41,223.96,223.21,89.23,3.18
2026-01-13 03:00:00,159.06,35.53,17.8,53.59,22.5,0.0,278.12,2.81,54.68,53.97,62.03,0.0,0.63,,,21.38,0.61,0.89,8.96,1.35,3.37,264.03,102.25,552.97,9.4,75.29,,,,4.0,,0.01,63.06,0.75,2.63,12.5,222.88,222.13,88.34,2.98
2026-01-13 04:00:00,157.69,34.46,18.25,52.91,22.81,0.0,279.66,2.66,56.23,54.36,62.0,0.0,0.56,,,21.37,0.61,0.95,9.67,1.35,3.5,265.01,104.03,551.08,10.17,77.14,,,,4.06,,0.0,64.07,0.87,2.71,13.65,219.55,218.68,89.69,3.09
2026-01-13 05:00:00,158.56,33.91,17.63,52.97,22.75,0.0,279.47,2.66,55.77,54.07,64.59,0.0,0.56,,,20.88,0.61,0.78,12.34,1.31,3.82,263.49,102.38,551.27,10.88,76.06,,,,4.0,,0.01,62.87,1.19,2.64,12.88,224.04,222.85,88.37,3.07
2026-01-13 06:00:00,157.44,33.66,17.94,53.56,23.75,0.0,282.31,2.53,55.15,54.45,61.89,0.0,0.57,,,21.0,0.61,0.77,11.42,1.03,4.68,263.42,101.94,555.86,10.28,75.62,,,,3.94,,0.03,63.19,1.0,2.78,12.9,225.99,224.99,90.93,2.72
2026-01-13 07:00:00,162.06,33.59,18.44,52.47,23.44,0.0,289.0,2.5,55.47,55.05,61.16,0.0,0.62,,,22.06,0.6,0.72,13.7,1.49,4.32,266.53,103.18,558.52,7.32,76.41,,,,3.88,,0.05,68.0,0.75,2.93,13.72,226.6,225.85,91.03,2.44
2026-01-13 08:00:00,197.06,41.22,20.62,53.91,27.87,0.0,301.06,2.9,56.18,58.12,65.54,0.0,0.56,,,26.38,0.61,1.0,21.97,1.0,3.93,273.99,108.97,569.47,14.29,79.7,,,,5.5,,0.04,72.56,2.88,3.18,33.07,240.66,237.78,95.73,2.42
2026-01-13 09:00:00,218.5,48.63,21.87,53.21,31.06,0.0,317.1,4.15,59.3,60.95,68.69,0.0,0.57,,,30.06,0.6,1.64,25.6,0.99,3.19,293.16,118.69,591.62,7.67,85.32,,,,6.56,,0.04,76.19,0.87,3.51,38.03,244.96,244.09,105.45,2.52
2026-01-13 10:00:00,230.81,50.81,21.88,56.79,35.69,0.0,328.18,4.61,64.11,65.13,71.18,0.0,0.56,,,33.31,0.6,1.98,28.15,1.09,3.19,320.71,123.69,607.96,24.84,90.6,,,,7.06,,0.03,81.56,1.19,3.75,39.5,260.32,259.13,109.78,3.56
2026-01-13 11:00:00,232.07,51.0,23.73,57.84,35.38,0.0,331.38,4.64,64.51,67.89,71.37,0.0,0.56,,,35.63,0.59,1.86,30.31,1.08,2.87,325.84,125.68,624.44,26.41,92.88,,,,7.06,,0.05,86.75,1.0,3.74,39.34,265.48,264.48,115.97,3.15
2026-01-13 12:00:00,232.62,51.69,23.95,57.37,35.68,0.0,331.59,4.63,63.34,69.65,71.63,0.0,0.63,,,33.87,0.6,1.84,27.03,1.05,3.07,333.04,129.16,633.04,23.88,91.92,,,,7.63,,0.03,86.13,0.75,3.32,37.94,271.64,270.89,115.9,3.03
2026-01-13 13:00:00,239.81,53.44,24.12,59.57,34.32,0.0,330.13,4.82,64.25,69.75,74.78,0.0,0.56,,,35.81,0.61,1.83,29.43,1.41,3.0,337.48,127.81,634.1,6.63,93.19,,94.31,,7.37,,0.03,84.5,0.69,3.82,38.69,268.71,268.02,117.69,2.61
2026-01-13 14:00:00,247.94,53.18,23.76,59.59,34.18,0.0,333.18,5.06,66.15,72.18,77.32,0.0,,,,37.44,,2.0,29.21,1.27,3.75,342.3,133.03,643.01,9.28,94.97,,96.94,,7.38,,0.05,90.43,0.68,3.71,35.21,277.34,276.66,121.0,2.41
2026-01-13 15:00:00,245.38,55.0,23.93,59.13,34.57,0.0,333.72,5.37,63.96,77.32,74.99,0.0,,,,38.19,,1.92,30.8,1.1,3.5,345.91,135.29,645.89,13.12,93.26,,97.56,,7.62,,0.29,86.63,3.25,3.63,31.41,282.61,279.36,114.26,3.84
2026-01-13 16:00:00,238.87,53.53,24.23,58.78,37.31,0.0,332.69,4.85,62.79,74.38,73.77,0.0,,,,37.81,,1.87,28.71,1.21,2.93,344.31,130.78,643.88,9.09,91.87,,94.19,,7.32,,0.01,84.56,1.19,3.53,30.5,282.85,281.66,119.29,4.0
2026-01-13 17:00:00,213.0,50.34,22.06,58.97,32.81,0.0,330.22,3.96,64.99,72.55,76.07,0.0,,,,34.19,,1.78,35.34,1.2,3.07,336.6,127.31,628.5,10.75,91.01,,88.69,,6.37,,0.08,80.75,0.81,3.15,30.94,281.74,280.93,117.34,3.3
2026-01-13 18:00:00,187.06,42.01,21.38,57.03,28.69,0.0,314.81,3.48,62.01,73.55,72.99,0.0,,,,28.56,,1.3,34.68,1.26,3.18,328.27,122.62,608.66,8.62,86.87,,82.62,,5.44,,0.08,73.75,0.75,2.95,30.69,262.7,261.95,110.47,2.81
2026-01-13 19:00:00,185.88,39.31,21.13,56.68,27.19,0.0,300.47,3.18,57.9,72.09,71.21,0.0,,,,25.13,,0.94,35.54,1.3,2.94,321.41,118.13,603.26,8.23,82.21,,79.75,,5.31,,0.08,67.75,0.69,2.68,30.28,259.19,258.5,104.1,2.19
2026-01-13 20:00:00,184.25,37.22,20.5,56.32,26.43,0.0,291.19,3.19,56.5,71.65,68.0,0.0,,,,24.5,,1.11,33.88,1.3,3.06,321.09,116.97,593.78,8.05,80.19,,78.57,,4.56,,0.04,66.88,1.06,2.53,30.4,254.12,253.06,104.29,2.34
2026-01-13 21:00:00,183.75,37.34,20.61,56.43,26.69,0.0,287.4,2.65,54.91,71.73,69.04,0.0,,,,24.93,,1.1,28.45,1.25,3.0,302.82,116.59,586.8,8.06,78.17,,78.12,,4.5,,0.08,66.0,1.19,2.38,30.57,240.68,239.49,100.62,2.35
2026-01-13 22:00:00,181.56,36.87,20.64,55.6,26.25,0.0,280.38,2.98,54.53,60.63,68.83,0.0,,,,24.32,,1.0,12.75,1.11,3.07,289.99,111.6,582.03,8.2,78.15,,76.63,,4.63,,0.08,63.87,1.75,2.4,30.65,228.45,226.7,100.19,2.63
2026-01-13 23:00:00,172.81,36.72,18.56,54.69,26.38,0.0,280.41,2.9,54.99,60.81,65.71,0.0,,,,23.56,,1.13,9.16,1.4,3.06,279.01,110.96,574.5,8.54,76.45,,74.0,,4.69,,0.08,62.88,2.0,2.47,31.38,221.54,219.54,97.32,2.03
2026-01-14 00:00:00,170.63,37.7,18.19,54.5,24.93,0.0,283.4,2.78,54.41,56.5,64.95,0.0,,,,23.5,,1.17,8.44,1.4,3.06,269.5,110.44,568.16,8.96,75.38,,73.06,,4.62,,0.1,62.81,0.75,2.31,31.18,218.95,218.2,91.09,1.71
2026-01-14 01:00:00,169.12,36.78,18.81,54.9,25.13,0.0,283.97,2.85,55.11,54.72,66.13,0.0,,,,22.56,,1.0,8.6,1.44,3.06,269.83,106.75,568.24,9.21,76.77,,70.31,,4.19,,0.1,64.56,1.13,2.48,31.35,218.61,217.48,89.77,1.69
2026-01-14 02:00:00,166.82,35.9,18.25,54.69,24.5,0.0,283.16,2.66,54.58,54.65,67.07,0.0,,,,22.13,,1.17,8.54,1.45,3.07,269.97,102.88,565.33,9.58,75.49,,67.63,,4.19,,0.1,64.56,1.18,2.39,31.65,217.45,216.27,91.31,1.7
2026-01-14 03:00:00,167.93,36.32,18.18,54.41,24.81,0.0,282.68,2.58,54.92,54.92,65.44,0.0,,,,21.93,,1.12,8.99,1.43,3.25,269.58,103.72,559.42,9.5,75.68,,64.43,,4.18,,0.1,62.94,0.75,2.57,31.72,218.9,218.15,88.47,1.83
2026-01-14 04:00:00,165.94,35.24,18.0,54.75,23.63,0.0,279.63,2.63,54.96,54.48,66.56,0.0,,,,21.94,,1.03,9.42,1.68,3.37,268.86,101.65,555.2,10.38,75.59,,63.63,,4.25,,0.1,64.44,0.75,2.56,31.91,219.98,219.23,90.12,1.7
2026-01-14 05:00:00,161.0,35.15,18.58,54.06,24.18,0.0,280.47,2.56,54.88,54.45,66.91,0.0,,,,21.44,,1.07,11.78,1.33,3.75,269.28,103.03,558.11,11.01,76.02,,63.5,,4.13,,0.1,63.06,3.32,2.69,31.53,217.45,214.13,90.25,1.7
2026-01-14 06:00:00,159.63,33.79,18.0,55.56,23.25,0.0,281.5,2.63,54.42,54.35,66.05,0.0,,,,21.37,,1.16,10.52,0.91,4.56,268.85,101.41,554.34,10.44,75.05,,63.25,,4.06,,0.08,63.06,1.18,2.66,31.81,216.65,215.47,89.45,1.4
2026-01-14 07:00:00,165.12,34.43,18.12,54.0,24.25,0.0,281.09,2.53,55.89,55.61,65.35,0.0,,,,21.75,,1.06,12.51,1.04,4.38,272.08,101.37,556.19,7.32,76.54,,64.25,,3.94,,0.04,65.25,0.75,2.87,29.47,222.77,222.02,90.53,1.24
