Datetime,新數學研究中心,-新生大樓-,生化所,電機一館,化學館,貴儀中心氦液化機用電,化學館(不含貴儀中心氦液化機用電),積學館,博雅館,思亮館,-原分所-,凝態物理科學館,心理南研究大樓,心理系北館,應用力學研究大樓,工學院綜合大樓,全球變遷中心,海洋研究所,普通大樓,小福樓,化學工程館,土木館,農業陳列館,人類學博物館,樂學館,三號館,-電子顯微鏡館-,物理系液氮機室,-城鄉所-,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,植物溫室,植物標本館,二號館,2號館1F,2號館2F,2號館3F,農化系食品工廠,化工光電晶體實驗室,生醫材料(陶瓷)實驗室,綠色化學實驗室,望樂樓,農化系實驗室,夜間部大樓,四號館,五號館,農綜館,植物工廠,共同教室,農產品中心,生工系實驗室,農化系土壤研究室,森林館,水工試驗所,水工試驗所馬達房,保健中心,林產館,航空測量館,管理學院教學館,原教堂(藝文中心),水工大樓,園藝系花卉館,資訊工程館,-機械臨時工廠-,電機二館,聯合研究中心,獸醫一館,獸醫三館,志鴻館,機械舊館,綜合教室,圖書資訊館,第一活動中心,農藝館,鄭江樓北棟化工系(不含大公),鄭江樓南棟生機系(不含公共),鄭江樓南棟空調,鄭江樓南棟公共(揚水、電梯),鄭江樓事務組,鄭江樓大公(雨廢水、消防),學新館,農機館,中非大樓,博理館,社會研究所停車場,社會研究所,國發所停車場,國家發展所大樓,新聞所停車場,新聞所大樓,漁業科學館,視聽教育館,語言大樓,霖澤館停車場,霖澤館,社科院大樓總錶,萬才館停車場,萬才館,水源溫室,機械工廠,澄思樓,輔具中心,育成大樓(水源),理化大樓(水源),卓越研究大樓,學生第二活動中心,管院二號館,戲劇廳（鹿嗚堂二樓）,鹿鳴堂一樓,食科館,園產加工廠,食科所食品研發大樓,大氣系A、B館
2026-01-09 08:00:00,0.81,10.38,68.94,56.81,240.39,0.75,239.64,273.47,62.37,44.47,303.25,567.32,5.87,26.0,108.93,151.62,68.3,100.58,29.68,0.0,75.0,30.31,4.56,39.56,,55.07,,0.03,1.58,2.47,19.56,57.0,1.79,0.62,0.0,4.44,3.29,93.31,7.2,18.85,60.38,7.87,,,,9.35,20.75,,41.07,17.08,32.07,3.68,36.64,7.7,1.25,7.52,27.91,6.6,0.04,13.01,13.08,4.63,,,20.94,25.81,344.81,0.0,410.81,30.81,67.19,39.06,,,0.0,18.21,102.67,46.98,228.63,,22.0,1.67,1.23,,143.2,49.44,2.13,152.75,0.72,16.12,1.97,,1.29,18.53,,43.38,72.52,2.45,27.27,285.87,,,,16.15,,0.0,,,398.54,127.29,44.12,,,54.55,17.0,18.94,
2026-01-09 09:00:00,0.82,11.37,75.69,56.66,256.45,0.75,255.7,287.71,63.26,49.31,317.47,592.8,5.63,30.63,115.82,158.44,70.18,111.0,28.98,0.0,83.68,31.56,6.57,40.9,,59.31,,0.03,1.63,3.8,20.68,60.05,2.04,0.69,0.0,3.56,4.06,101.35,9.49,19.1,65.07,11.34,,,,12.02,17.26,,45.02,18.66,36.2,3.5,35.68,7.34,1.31,8.63,29.53,7.21,0.05,14.87,14.81,5.13,,,24.19,26.81,314.94,0.0,435.38,30.75,70.09,39.81,,,0.0,21.68,106.82,47.95,239.59,,22.63,1.21,1.18,,165.77,52.44,2.12,163.44,0.69,21.29,1.92,,1.28,18.55,,45.31,74.19,2.46,32.85,306.25,,,,16.57,,0.0,,,398.8,143.06,49.14,,,58.88,18.56,23.0,
2026-01-09 10:00:00,0.81,10.91,77.62,57.31,262.82,0.75,262.07,302.22,66.25,48.22,331.97,614.0,5.87,33.06,128.46,163.31,,,30.62,0.0,91.25,36.44,6.18,40.57,,62.3,,0.07,2.26,3.88,20.81,64.83,1.88,0.62,0.0,3.63,4.81,107.35,11.09,19.27,69.77,11.97,,,,12.47,21.87,,46.84,20.34,37.77,3.5,38.64,8.24,1.4,9.65,30.31,7.63,0.05,14.31,14.8,5.3,,,24.37,27.0,318.25,0.0,448.43,30.94,72.79,40.88,,,0.0,21.9,114.88,55.25,248.58,,20.87,1.12,1.25,,177.27,54.62,2.13,164.53,0.67,25.46,1.92,2.97,1.29,16.31,,50.88,76.59,2.71,33.23,318.0,,,,17.55,,0.0,,,412.44,137.89,54.24,,,62.81,19.13,27.06,
2026-01-09 11:00:00,0.75,9.97,80.44,59.69,272.24,3.0,269.24,311.97,66.5,49.0,337.53,639.09,5.0,34.19,115.07,167.31,,,26.8,0.0,92.69,39.81,7.07,42.02,,66.51,,0.06,2.92,4.07,21.51,65.13,1.76,0.49,0.0,3.0,4.69,105.94,9.35,20.48,69.16,11.22,,,,13.34,27.54,,49.11,20.77,36.48,3.5,41.95,8.46,1.96,10.69,34.93,7.66,0.05,13.81,15.04,5.63,,,24.44,27.32,329.31,0.0,456.63,30.87,72.68,41.81,,,0.0,20.82,106.52,57.76,253.73,,21.19,1.21,1.25,,176.48,53.57,2.12,165.72,0.69,26.88,1.93,,1.29,18.47,,52.93,76.04,2.49,30.45,389.38,,,,19.52,,0.0,,,413.67,144.22,52.34,,,65.01,20.0,31.88,
2026-01-09 12:00:00,0.81,9.5,81.44,59.09,266.23,0.75,265.48,318.05,63.18,49.6,339.91,634.81,5.13,34.56,113.72,176.44,,,11.14,0.0,100.25,37.44,7.06,42.07,,70.67,,0.04,4.55,4.03,22.47,63.39,1.52,0.92,0.0,2.87,3.5,105.86,8.72,20.34,70.55,10.81,,,,12.16,23.73,,48.76,20.91,33.38,1.63,40.78,8.21,1.95,9.28,37.82,7.84,0.04,12.07,13.95,5.68,,,25.63,29.28,327.82,0.0,463.74,31.25,75.25,39.69,,,0.0,20.93,112.28,54.54,262.21,,24.31,1.35,1.3,,175.88,52.37,2.13,180.06,0.69,26.63,1.92,,1.28,16.73,,48.94,74.62,2.35,32.21,371.06,,,,18.48,,0.0,,,413.66,132.53,58.84,,,73.83,18.56,27.37,
2026-01-09 13:00:00,0.81,9.59,82.44,59.0,265.96,0.75,265.21,322.08,62.44,51.62,341.5,636.06,6.25,36.31,123.31,190.31,,,10.52,0.0,104.69,41.31,6.63,42.31,,72.84,,0.05,4.15,4.4,22.06,63.98,0.92,1.32,0.0,3.07,3.78,107.62,10.22,20.88,70.34,11.63,,,,12.88,23.34,,47.81,19.42,33.81,1.81,40.74,8.93,1.88,10.84,37.47,8.72,0.05,12.31,14.08,4.76,,,22.81,28.06,336.43,0.0,469.32,30.94,74.07,43.0,,,0.0,21.36,102.57,56.72,263.33,,21.63,1.29,1.22,,182.52,53.56,2.12,184.03,0.67,27.1,1.92,,1.29,15.81,,56.94,72.25,2.4,32.6,355.31,,,,17.95,,0.0,,,413.16,141.46,61.43,,,54.05,19.44,24.38,
2026-01-09 14:00:00,0.82,9.44,84.37,60.13,275.26,0.75,274.51,328.23,65.89,51.56,349.87,645.87,7.37,34.69,120.59,204.25,,,11.51,0.0,101.56,41.63,6.5,41.32,,75.79,,0.07,3.15,4.78,22.63,64.6,1.32,1.54,0.0,3.81,3.63,110.42,10.03,20.62,73.68,11.81,,,,12.72,22.24,,48.2,19.29,32.34,3.5,41.26,7.72,2.03,12.79,35.41,8.38,0.04,12.94,14.74,4.43,,,28.12,28.72,338.75,0.0,478.94,30.94,76.12,44.87,,,0.0,21.92,95.32,56.62,268.29,,22.56,1.28,1.17,,189.76,57.75,2.13,184.62,0.65,27.11,1.92,,1.29,18.15,,61.5,74.43,3.03,39.44,319.32,,,,17.95,,0.0,,,421.91,140.05,57.92,,,58.62,22.0,29.56,
2026-01-09 15:00:00,0.75,9.62,85.06,60.25,279.48,0.82,278.66,334.72,64.92,49.76,351.63,646.88,6.88,36.06,119.5,203.44,,,9.3,0.0,98.25,37.87,6.37,42.78,,75.23,,0.05,3.05,4.72,22.32,65.48,1.08,1.69,0.0,4.06,3.56,109.88,9.18,20.33,74.11,9.94,,,,12.84,31.58,,49.79,19.54,32.15,3.25,41.45,8.26,2.23,13.51,38.56,8.11,0.05,12.25,13.85,4.88,,,27.32,28.0,336.75,0.0,476.31,30.9,75.38,40.13,,,0.0,20.72,98.47,56.55,278.35,,24.06,1.41,1.48,,192.48,57.75,2.06,181.69,0.66,26.49,1.92,5.95,1.28,19.98,,64.12,71.48,2.69,38.31,319.06,,,,18.3,,0.0,,,412.42,136.27,61.87,,,59.45,21.62,28.75,
2026-01-09 16:00:00,0.81,10.5,81.82,58.93,272.51,0.75,271.76,328.11,65.12,49.24,345.59,636.32,7.18,34.25,121.6,198.81,,,15.79,0.0,92.69,36.75,6.31,41.74,,71.02,,0.04,2.03,4.34,22.81,65.71,1.05,1.83,0.0,3.69,3.18,108.13,9.1,19.51,73.29,8.72,,,,11.66,22.86,,47.92,18.79,32.17,1.63,39.44,6.84,2.25,10.96,41.19,7.72,0.05,10.69,14.48,5.06,,,25.37,27.72,338.25,0.0,478.25,30.94,72.93,40.75,,,0.0,19.34,107.76,55.54,271.22,,21.38,1.28,1.7,0.19,195.53,57.5,2.19,171.22,0.66,27.72,1.94,17.82,1.29,17.4,,66.25,63.97,2.79,34.65,402.31,,,,18.05,,0.0,,,409.53,112.92,67.07,,,58.43,19.0,30.25,
2026-01-09 17:00:00,0.81,10.1,76.81,59.13,264.69,3.0,261.69,321.77,60.38,43.94,335.34,622.19,5.75,33.19,116.9,190.5,,,9.11,0.0,81.06,29.75,4.44,42.59,,74.86,,0.07,3.33,3.34,23.42,70.58,1.09,1.34,0.0,3.87,3.07,103.23,5.09,19.17,73.62,7.0,,,,9.75,16.89,,46.52,16.28,27.7,1.81,37.97,6.7,2.12,12.9,35.24,6.66,0.04,8.0,13.67,4.57,,,21.44,27.44,383.19,0.0,465.62,30.66,71.32,33.62,,,0.0,13.67,99.36,52.5,251.68,,23.56,1.21,2.5,0.53,190.61,56.37,2.75,169.0,0.71,23.5,2.03,19.5,1.28,17.26,,58.75,44.18,2.96,35.38,422.38,,,,17.56,,0.0,,,390.11,50.38,61.54,,,54.16,19.88,31.62,
2026-01-09 18:00:00,0.81,9.56,71.12,58.81,248.28,0.81,247.47,309.61,31.94,38.5,318.19,604.78,5.44,31.69,108.1,179.44,,,7.35,0.0,72.44,26.63,2.82,40.26,,76.03,,0.09,4.26,3.98,21.26,62.62,1.19,0.76,0.0,3.88,2.81,96.84,3.38,18.65,69.56,6.28,,,,8.12,17.65,,40.66,14.56,21.3,1.87,35.77,5.14,1.9,12.57,29.04,6.63,0.05,5.31,13.7,4.05,,,17.25,27.31,393.56,0.0,452.38,30.94,67.46,31.88,,,0.0,12.16,92.3,47.41,244.47,,21.0,1.11,2.33,0.47,166.99,55.38,2.75,153.31,0.77,17.4,2.06,16.05,1.29,15.61,,60.38,24.15,2.11,31.61,284.43,,,,17.16,,0.0,,,378.08,42.96,46.96,,,53.05,19.06,33.63,
2026-01-09 19:00:00,0.82,9.5,65.5,58.5,243.94,1.19,242.75,299.55,28.13,36.0,308.53,600.53,5.19,31.06,104.31,176.25,,,7.3,0.0,68.31,25.68,2.0,40.98,,65.38,,0.09,4.15,4.03,19.99,59.42,1.71,0.71,0.0,3.25,2.75,93.15,3.87,18.43,65.56,7.22,,,,6.66,13.74,,39.63,13.88,18.7,1.88,33.82,4.43,1.84,11.31,29.34,6.37,0.04,4.5,11.42,4.07,,,15.81,26.81,280.82,0.0,439.82,30.56,66.79,31.31,,,0.0,10.44,80.58,50.68,234.46,,20.81,0.97,2.2,0.49,154.25,52.12,2.75,149.78,0.77,13.99,2.08,15.1,1.29,14.93,,61.25,21.88,2.12,29.75,318.5,,,,16.5,,0.0,,,361.71,41.37,38.04,,,48.2,17.94,27.06,
2026-01-09 20:00:00,0.75,9.75,63.69,56.56,237.85,1.18,236.67,296.9,26.06,35.13,295.25,585.94,5.56,29.87,100.4,170.44,,,6.9,0.0,65.75,24.44,2.0,40.47,,60.5,,0.08,4.66,3.78,18.75,56.43,1.54,0.53,0.0,3.12,2.54,90.03,4.32,18.1,62.33,6.82,,,,4.5,10.21,,35.68,12.83,19.35,1.87,33.58,4.37,1.87,10.24,27.97,6.28,0.05,4.37,11.5,3.94,,,15.0,21.19,282.37,0.0,430.74,30.37,64.0,28.62,,,0.0,9.81,74.28,48.98,233.78,,22.82,0.89,2.21,0.51,146.39,50.39,2.68,146.85,0.73,13.5,2.08,13.41,1.3,13.19,,54.69,21.65,1.89,25.49,181.38,,,,16.16,,0.0,,,374.26,40.4,36.96,,,48.33,16.75,25.06,
2026-01-09 21:00:00,0.81,10.16,62.31,57.5,230.29,0.75,229.54,286.0,23.94,35.81,289.97,572.06,4.5,29.19,98.6,167.75,,,6.89,0.0,65.0,24.44,2.06,40.55,,59.0,,0.07,4.34,3.78,18.08,55.68,1.25,0.58,0.0,3.19,2.4,89.97,3.97,18.51,62.3,6.96,,,,3.75,9.58,,36.2,12.5,17.76,1.88,33.6,4.37,1.75,7.66,26.09,6.57,0.05,4.25,11.58,3.75,,,15.88,21.72,278.44,0.0,424.37,30.32,63.0,22.07,,,0.0,9.79,65.4,41.58,224.54,,20.87,0.81,2.18,0.49,142.2,49.56,2.69,148.44,0.72,14.45,2.06,13.36,1.28,12.4,,45.62,20.6,2.21,22.19,276.62,,,,15.7,,0.0,,,358.95,40.08,31.15,,,50.09,16.81,21.44,
2026-01-09 22:00:00,0.81,9.93,60.94,57.91,226.39,0.75,225.64,277.76,21.8,35.18,290.16,562.63,4.56,27.19,96.31,167.62,,,6.96,0.0,64.31,23.5,1.93,41.01,,58.35,,0.08,4.28,3.56,17.8,55.3,1.11,0.62,0.0,3.13,2.32,86.8,3.4,18.38,59.8,7.41,,,,2.65,9.6,,36.24,12.34,16.91,1.62,33.43,4.42,1.57,7.94,24.91,6.37,0.04,4.25,11.82,3.68,,,17.25,21.93,270.94,0.0,418.2,30.22,62.84,21.18,,,0.0,10.69,62.92,40.38,219.96,,20.31,0.84,2.21,0.51,130.95,50.62,2.75,146.5,0.73,13.89,2.08,12.68,1.3,12.54,,12.94,20.32,1.56,21.73,271.57,,,,15.96,,0.0,,,370.13,37.98,30.83,,,49.71,16.87,18.88,
2026-01-09 23:00:00,0.75,10.1,59.56,56.38,226.64,0.75,225.89,271.19,21.13,35.1,280.65,560.22,4.57,26.56,96.91,165.0,,,6.56,0.0,61.44,23.31,2.06,40.57,,57.25,,0.08,3.99,2.82,17.75,55.28,0.98,0.57,0.0,3.12,2.36,85.58,3.78,18.58,57.9,4.56,,,,2.69,9.11,,34.58,12.06,17.38,1.63,32.97,4.35,1.34,7.56,25.25,6.28,0.05,4.31,12.07,3.88,,,17.56,21.54,259.93,0.0,414.31,30.18,64.87,21.13,,,0.0,11.49,41.25,40.41,218.03,,20.19,0.83,2.22,0.47,128.52,49.25,2.75,140.34,0.72,13.82,2.08,11.96,1.29,12.64,,11.81,20.19,1.91,22.99,208.87,,,,16.26,,0.0,,,356.9,38.27,28.94,,,46.8,16.69,19.12,
2026-01-10 00:00:00,0.81,10.12,59.25,57.9,221.0,3.07,217.93,265.74,21.25,35.1,276.72,552.11,4.68,28.13,95.68,161.44,,,6.73,0.0,61.0,23.25,2.13,39.73,,57.43,,0.09,3.37,2.68,17.31,55.65,0.98,0.65,0.0,3.19,2.29,84.91,3.72,18.22,57.77,4.09,,,,3.44,8.96,,34.12,12.26,14.85,1.62,32.69,4.31,1.25,7.97,25.56,6.44,0.04,3.94,12.07,4.25,,,15.56,21.68,262.57,0.0,411.99,30.16,62.19,20.75,,,0.0,10.25,36.73,41.44,181.32,,14.81,0.83,2.2,0.53,127.53,48.31,2.75,138.81,0.72,13.87,2.06,11.37,1.29,12.71,,8.44,17.55,1.56,21.32,140.0,,,,14.8,,0.0,,,358.15,40.98,28.22,,,46.37,16.13,18.88,
2026-01-10 01:00:00,0.82,10.5,59.63,57.78,214.72,1.06,213.66,263.25,20.07,35.24,276.16,554.03,4.69,26.12,93.44,162.5,,,7.03,0.0,61.25,22.75,2.0,40.67,,53.95,,0.09,3.17,2.78,17.81,55.77,0.96,0.56,0.0,3.12,2.35,84.4,3.53,18.32,57.32,3.62,,,,2.78,9.17,,33.02,12.07,14.73,2.07,32.55,4.41,1.24,7.53,25.16,6.31,0.05,3.94,10.87,4.5,,,16.38,21.41,259.93,0.0,410.44,30.12,65.28,20.5,,,0.0,9.78,31.04,40.67,183.05,,0.75,0.87,2.21,0.49,124.83,47.75,2.75,136.88,0.74,13.58,2.08,11.28,1.29,12.92,,11.31,17.82,1.52,21.26,136.44,,,,14.59,,0.0,,,352.76,40.52,28.37,,,44.9,15.68,20.06,
2026-01-10 02:00:00,0.81,10.41,60.81,56.38,218.76,1.19,217.57,260.2,20.18,34.41,275.0,549.67,4.56,26.38,90.56,155.25,,,7.51,0.0,60.88,22.94,1.94,40.77,,53.35,,0.1,1.81,2.51,17.69,55.17,0.97,0.55,0.0,3.25,2.21,85.22,3.69,18.23,58.11,3.67,,,,2.56,10.03,,33.29,12.13,14.97,2.75,32.61,4.41,1.19,7.94,24.87,6.38,0.05,4.06,11.14,4.31,,,15.06,22.19,263.82,0.0,404.69,30.13,63.03,20.69,,,0.0,10.05,31.28,39.48,180.41,,0.75,0.85,2.17,0.55,124.1,48.07,2.81,138.28,0.7,13.0,2.08,11.03,1.29,12.75,,11.38,17.81,1.52,17.2,137.25,,,,14.35,,0.0,,,360.68,38.09,28.13,,,44.54,16.25,19.0,
2026-01-10 03:00:00,0.81,10.44,59.75,57.31,213.99,0.93,213.06,259.19,21.87,35.06,274.12,546.37,4.38,25.81,90.41,152.5,,,7.91,0.0,60.18,22.56,2.06,41.02,,53.29,,0.07,1.89,2.59,17.25,54.94,0.94,0.58,0.0,3.32,2.44,85.14,3.65,18.33,58.22,3.34,,,,2.48,9.62,,33.24,11.64,15.03,2.68,34.11,4.48,1.3,7.62,25.16,6.44,0.05,3.94,11.31,4.06,,,15.62,21.5,262.12,0.0,408.75,30.03,66.35,20.93,,,0.0,10.14,32.61,39.95,180.43,,0.75,0.85,2.2,0.6,130.69,48.24,2.82,135.75,0.69,12.21,2.06,12.42,1.28,12.17,,11.37,17.72,1.8,17.1,138.0,,,,14.42,,0.0,,,351.79,37.72,28.61,,,44.89,16.44,19.31,
2026-01-10 04:00:00,0.81,10.03,58.94,57.16,214.42,0.75,213.67,259.33,21.75,34.0,274.44,544.67,4.12,25.62,89.63,152.0,,,8.88,0.0,57.88,22.81,2.19,40.99,,53.93,,0.1,1.9,2.56,17.13,55.86,0.92,0.52,0.0,3.5,2.44,84.72,3.72,18.25,57.65,3.37,,,,2.37,9.15,,33.79,11.59,14.02,2.82,33.09,4.61,1.28,8.04,25.87,6.4,0.04,4.06,11.06,4.32,,,15.13,21.5,255.25,0.0,403.0,29.94,64.06,21.0,,,0.0,10.58,30.66,40.4,179.65,,0.75,0.83,2.23,0.52,133.63,47.69,2.81,131.94,0.7,12.29,2.08,12.09,1.3,12.32,,11.75,17.69,1.6,16.65,138.0,,,,13.83,,0.0,,,361.43,37.61,28.39,,,46.56,15.5,19.38,
2026-01-10 05:00:00,0.82,10.5,59.81,56.15,215.42,0.75,214.67,258.18,22.2,34.01,272.34,546.2,4.25,25.63,89.28,152.5,,,9.63,0.0,56.5,22.82,2.18,41.05,,52.38,,0.1,1.76,2.56,17.31,55.3,0.93,0.55,0.0,3.75,2.5,84.87,3.73,18.6,57.53,3.28,,,,2.44,8.99,,32.91,11.73,14.78,3.81,32.48,4.58,1.23,7.71,25.06,6.44,0.05,4.0,11.24,4.43,,,15.25,21.28,253.88,0.0,401.82,30.03,64.59,20.75,,,0.0,10.34,51.68,39.76,178.69,,0.82,0.84,2.86,0.51,133.75,48.5,2.75,131.96,0.69,12.31,2.08,11.74,1.29,12.38,,11.13,18.65,1.53,16.16,136.37,,,,13.78,,0.0,,,353.1,38.54,27.9,,,45.72,16.31,19.25,
2026-01-10 06:00:00,0.81,10.72,59.25,56.69,212.72,0.75,211.97,258.62,21.81,32.71,272.47,543.44,4.07,25.56,88.62,153.69,,,9.34,0.0,55.56,22.5,1.94,39.84,,52.54,,0.03,1.61,2.54,17.13,55.86,1.12,0.49,0.0,4.12,2.56,83.52,3.96,17.98,56.56,3.29,,,,2.53,8.86,,32.45,13.19,14.36,3.56,32.5,4.35,1.29,7.91,25.76,6.41,0.04,4.0,11.23,4.13,,,14.87,21.28,262.93,0.0,398.49,30.12,65.66,21.44,,,0.0,10.32,58.38,41.67,185.04,,8.75,0.84,2.84,0.52,133.14,46.57,2.37,134.44,0.68,11.46,2.08,8.98,1.29,12.37,,14.18,19.11,1.53,15.94,144.19,,,,13.64,,0.0,,,365.25,41.32,27.99,,,45.8,15.57,20.31,
2026-01-10 07:00:00,0.81,9.47,58.38,57.03,215.82,1.07,214.75,259.3,23.62,33.03,273.5,545.68,4.06,26.06,87.06,152.69,,,6.76,0.0,55.81,22.68,1.88,40.3,,57.85,,0.04,1.53,2.4,17.43,56.04,1.61,0.49,0.0,4.13,2.46,83.49,3.63,17.87,56.86,2.62,,,,2.49,16.06,,32.12,13.57,14.3,2.0,32.21,4.31,1.28,7.19,26.15,6.47,0.05,3.94,11.2,3.44,,,15.75,21.0,260.44,0.0,397.75,30.04,63.53,29.75,,,0.0,9.72,67.73,41.49,215.9,,20.06,0.7,1.58,,134.04,45.56,2.13,134.28,0.69,11.15,2.07,4.26,1.3,12.13,,45.19,26.68,1.76,16.11,209.06,,,,13.67,,0.0,,,357.06,92.31,26.92,,,46.29,15.56,19.62,
2026-01-10 08:00:00,0.81,17.34,59.81,57.31,217.46,3.5,213.96,260.46,22.14,33.94,274.03,552.96,5.44,25.88,88.13,153.5,,,2.91,0.0,57.38,22.82,1.81,39.11,,57.23,,0.03,1.54,2.47,18.94,56.85,1.12,0.52,0.0,3.62,2.91,83.38,3.63,17.74,57.0,2.75,,,,2.41,18.18,,36.58,14.37,13.66,3.63,32.56,6.54,1.26,7.43,26.19,6.31,0.05,4.06,10.96,3.31,,,16.07,26.03,268.13,0.0,406.32,30.21,64.5,29.56,,,0.0,9.21,81.8,42.46,211.21,,23.25,0.72,1.3,,132.73,45.0,2.12,139.07,0.69,11.09,2.07,,1.28,12.35,,49.94,37.11,1.51,22.59,203.5,,,,14.08,,0.0,,,368.85,113.58,29.36,,,46.46,14.81,19.32,
2026-01-10 09:00:00,0.82,18.44,62.12,57.88,215.6,0.93,214.67,261.45,33.36,36.06,279.57,553.5,7.37,26.25,88.41,163.25,,,3.19,0.0,57.81,23.18,3.81,41.33,,56.36,,0.02,1.68,2.34,19.82,59.27,1.14,0.62,0.0,2.81,3.28,85.7,4.46,18.28,57.7,2.85,,,,2.38,18.09,,38.14,14.73,14.78,3.56,34.51,7.43,1.28,7.17,25.82,6.3,0.04,4.06,11.39,3.37,,,14.5,25.97,279.5,0.0,413.31,30.56,61.0,30.75,,,0.0,9.82,90.61,44.39,212.07,,21.87,0.75,1.17,,134.08,45.62,2.13,144.4,0.67,12.47,2.07,,1.29,11.97,,53.81,36.51,1.86,22.08,359.25,,,,15.64,,0.0,,,359.08,114.27,31.2,,,46.29,16.5,20.56,
2026-01-10 10:00:00,0.75,13.87,62.82,59.87,218.71,0.75,217.96,267.8,40.13,39.84,277.43,561.27,7.56,26.75,90.15,152.75,,,2.96,0.0,57.5,25.07,4.19,41.21,,56.17,,0.02,1.65,2.69,19.56,59.1,1.17,0.76,0.0,2.5,3.94,90.9,6.75,18.67,60.25,2.84,,,,2.44,23.97,,38.31,15.68,15.71,3.5,35.3,6.27,1.27,7.62,26.74,6.38,0.05,4.0,11.51,3.51,,,15.93,26.97,399.62,0.0,420.63,30.66,59.72,27.32,,,0.0,11.26,103.45,43.53,210.04,,22.0,0.89,1.23,,138.95,49.07,2.06,154.88,0.69,13.63,2.07,,1.28,11.91,,64.19,36.47,1.95,21.8,227.69,,,,15.54,,0.0,,,366.18,123.22,33.7,,,49.62,15.31,23.44,
2026-01-10 11:00:00,0.81,13.03,63.87,60.79,221.3,0.88,220.42,269.13,40.24,37.73,280.47,570.68,7.25,27.12,90.1,152.12,,,2.95,0.0,59.13,24.31,5.0,43.58,,56.07,,0.02,1.52,2.44,19.13,60.09,1.36,0.96,0.0,2.5,3.72,92.29,6.44,18.94,61.8,2.78,,,,2.53,21.82,,38.96,18.04,15.87,3.5,34.0,6.98,1.31,7.38,26.97,6.51,0.05,4.13,11.42,3.8,,,15.5,26.34,390.94,0.0,423.87,30.51,58.66,29.68,,,0.0,10.77,102.25,46.88,209.24,,23.5,1.6,1.24,,140.83,46.87,2.13,158.4,0.69,13.38,2.07,,1.29,11.81,,64.37,35.41,1.89,24.67,323.31,,,,16.2,,0.0,,,360.2,128.03,33.96,,,48.54,16.57,24.06,
2026-01-10 12:00:00,0.81,11.32,64.19,61.46,228.63,1.25,227.38,271.47,40.45,35.84,280.69,569.2,6.25,27.13,90.81,153.25,,,2.9,0.0,58.43,24.5,5.06,43.09,,58.07,,0.01,1.5,2.6,19.56,60.79,0.99,1.11,0.0,2.82,3.25,92.63,6.47,19.35,61.68,2.84,,,,2.43,23.02,,37.83,15.07,16.12,1.62,35.05,6.66,1.34,7.99,27.72,6.31,0.04,4.25,11.41,4.2,,,16.13,27.06,393.31,0.0,430.31,30.37,59.56,29.63,,,0.0,10.99,103.89,47.25,210.12,,24.0,0.78,1.31,,143.1,46.62,2.06,163.22,0.67,13.62,2.07,,1.28,12.04,,58.75,32.38,1.75,31.47,287.0,,,,16.42,,0.0,,,353.07,136.62,36.08,,,,15.18,23.87,
2026-01-10 13:00:00,0.75,10.56,65.06,55.97,224.32,1.06,223.26,273.71,40.25,35.25,281.63,569.98,6.19,28.06,92.09,151.69,,,2.97,0.0,59.63,24.75,11.75,42.97,,61.49,,0.0,1.73,2.62,20.64,58.73,1.04,1.04,0.0,2.93,3.54,93.16,6.81,19.12,61.92,2.81,,,,2.44,18.44,,39.04,12.09,15.54,1.82,34.97,6.53,1.39,8.04,26.06,6.71,0.05,4.38,12.17,4.5,,,15.94,26.29,387.25,0.0,433.19,30.43,63.03,30.31,,,0.0,11.18,90.91,46.05,214.59,,22.19,0.83,1.29,,145.75,47.26,2.06,158.47,0.69,14.71,2.08,,1.29,12.77,,55.13,24.21,2.15,31.0,319.57,,,,16.05,,0.0,,,350.74,123.02,34.7,,,,15.82,21.63,
2026-01-10 14:00:00,0.81,10.03,65.31,56.19,226.62,3.06,223.56,279.16,40.88,34.37,289.28,581.5,6.31,29.63,93.53,152.87,,,3.09,0.0,63.56,25.56,11.25,43.83,,64.56,,0.01,1.79,2.72,20.69,58.51,1.05,0.92,0.0,2.94,3.52,97.18,9.75,19.17,62.81,2.94,,,,2.38,20.79,,39.53,11.93,16.7,3.5,34.31,7.54,1.5,8.28,26.62,6.94,0.04,4.0,12.65,4.43,,,16.0,27.34,288.31,0.0,441.0,30.44,61.63,33.13,,,0.0,10.41,83.43,47.1,223.29,,23.56,0.87,1.17,,147.91,48.24,2.13,154.09,0.65,13.45,2.06,,1.29,12.73,,65.31,22.72,1.75,32.07,341.37,,,,15.47,,0.0,,,367.52,120.99,33.66,,,52.21,16.31,21.44,
