Datetime,新數學研究中心,-新生大樓-,生化所,電機一館,化學館,貴儀中心氦液化機用電,化學館(不含貴儀中心氦液化機用電),積學館,博雅館,思亮館,-原分所-,凝態物理科學館,心理南研究大樓,心理系北館,應用力學研究大樓,工學院綜合大樓,全球變遷中心,海洋研究所,普通大樓,小福樓,化學工程館,土木館,農業陳列館,人類學博物館,樂學館,三號館,-電子顯微鏡館-,物理系液氮機室,-城鄉所-,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,植物溫室,植物標本館,二號館,2號館1F,2號館2F,2號館3F,農化系食品工廠,化工光電晶體實驗室,生醫材料(陶瓷)實驗室,綠色化學實驗室,望樂樓,農化系實驗室,夜間部大樓,四號館,五號館,農綜館,植物工廠,共同教室,農產品中心,生工系實驗室,農化系土壤研究室,森林館,水工試驗所,水工試驗所馬達房,保健中心,林產館,航空測量館,管理學院教學館,原教堂(藝文中心),水工大樓,園藝系花卉館,資訊工程館,-機械臨時工廠-,電機二館,聯合研究中心,獸醫一館,獸醫三館,志鴻館,機械舊館,綜合教室,圖書資訊館,第一活動中心,農藝館,鄭江樓北棟化工系(不含大公),鄭江樓南棟生機系(不含公共),鄭江樓南棟空調,鄭江樓南棟公共(揚水、電梯),鄭江樓事務組,鄭江樓大公(雨廢水、消防),學新館,農機館,中非大樓,博理館,社會研究所停車場,社會研究所,國發所停車場,國家發展所大樓,新聞所停車場,新聞所大樓,漁業科學館,視聽教育館,語言大樓,霖澤館停車場,霖澤館,社科院大樓總錶,萬才館停車場,萬才館,水源溫室,機械工廠,澄思樓,輔具中心,育成大樓(水源),理化大樓(水源),卓越研究大樓,學生第二活動中心,管院二號館,戲劇廳（鹿嗚堂二樓）,鹿鳴堂一樓,食科館,園產加工廠,食科所食品研發大樓,大氣系A、B館
2026-01-01 00:00:00,0.81,10.97,66.4,54.66,220.37,1.0,219.37,281.79,23.43,36.37,304.25,597.76,6.06,25.0,106.22,149.56,73.88,101.2,8.73,1.75,72.69,26.44,1.75,88.91,4.71,54.25,6.52,0.09,,2.94,19.63,54.33,1.19,1.25,0.0,3.2,2.53,93.51,3.91,20.71,64.03,3.71,,,,2.13,10.48,,37.96,11.45,17.32,1.81,37.75,4.64,1.17,8.48,23.53,7.88,0.05,5.44,12.51,4.62,,,,23.56,268.75,0.0,437.56,29.59,67.28,22.31,,,0.0,11.15,37.46,46.6,186.71,,17.56,0.77,1.68,0.55,128.32,52.19,2.75,145.54,0.83,13.62,1.95,11.61,1.21,14.23,,8.75,23.24,1.49,20.26,150.25,,,,,4.07,0.0,,,383.88,40.71,34.04,,,52.46,17.43,19.81,28.85
2026-01-01 01:00:00,0.81,10.87,67.28,54.78,218.77,1.06,217.71,281.29,22.25,35.04,309.68,594.95,5.75,24.88,104.09,148.37,74.18,97.39,8.94,1.75,72.63,26.25,1.81,85.39,5.26,53.82,6.71,0.1,,3.0,19.13,55.03,1.09,1.3,0.0,3.26,2.85,92.52,3.59,20.87,63.5,3.7,,,,2.15,9.99,,34.53,10.58,17.11,2.25,37.39,4.7,1.16,8.74,23.78,7.81,0.05,4.87,11.72,4.44,,,,23.91,266.38,0.0,437.82,29.44,64.72,21.88,,,0.0,10.47,39.9,45.45,188.15,,0.81,0.76,1.71,0.51,126.12,51.82,2.81,147.53,0.81,13.07,1.97,11.65,1.21,14.03,,11.56,21.82,1.5,20.72,188.62,,,,,4.18,0.0,,,393.81,38.32,32.66,,,50.32,16.82,19.31,29.24
2026-01-01 02:00:00,0.82,10.63,66.0,54.87,221.22,1.32,219.9,278.72,22.31,34.93,308.19,592.3,4.44,24.62,101.85,146.5,72.8,99.26,10.01,1.72,72.06,24.56,1.75,88.45,4.9,53.25,6.33,0.1,,3.0,19.3,55.2,1.05,1.29,0.0,3.2,3.09,91.24,3.59,20.46,63.08,3.59,,,,2.19,10.34,,33.42,10.47,15.32,2.94,36.14,4.87,1.12,8.75,23.63,8.01,0.04,3.81,11.78,4.25,,,,22.91,260.06,0.0,431.94,29.47,67.09,22.62,,,0.0,10.49,39.46,44.07,184.8,,0.75,0.74,1.68,0.59,127.69,50.0,2.81,140.22,0.81,12.93,1.97,11.38,1.21,14.87,,11.32,21.62,1.51,18.61,131.81,,,,,4.63,0.0,,,398.5,39.21,30.84,,,51.31,16.31,19.75,28.33
2026-01-01 03:00:00,0.81,10.34,63.72,54.19,220.07,1.0,219.07,279.18,22.5,35.37,302.19,582.69,4.37,23.63,100.72,145.07,71.96,96.92,9.21,1.75,71.31,23.25,1.75,87.98,4.51,54.41,6.65,0.1,,2.88,17.88,54.46,1.08,1.3,0.0,3.45,2.9,91.77,3.97,20.32,62.86,3.43,,,,2.19,10.62,,34.01,10.59,15.31,2.94,37.33,4.65,1.1,8.75,23.52,7.74,0.05,3.81,11.88,4.18,,,,23.0,259.44,0.0,427.0,29.38,66.59,22.5,,,0.0,10.63,39.18,45.05,187.5,,0.75,0.74,1.67,0.51,126.44,49.74,2.88,142.96,0.81,12.79,1.97,12.21,1.21,14.95,,11.18,21.72,1.52,17.89,126.75,,,,,4.19,0.0,,,372.25,38.4,31.79,,,50.64,16.94,24.13,28.15
2026-01-01 04:00:00,0.81,10.41,65.72,54.41,220.95,3.31,217.64,276.82,22.64,34.94,300.31,584.31,4.31,24.0,101.43,147.0,73.49,99.32,9.84,1.72,72.38,23.25,1.56,82.03,4.5,53.58,6.37,0.1,,2.93,18.25,54.73,1.05,1.22,0.0,3.51,2.88,90.63,3.88,20.49,61.97,3.41,,,,2.06,10.05,,33.3,10.42,15.37,2.87,36.14,4.66,1.14,8.57,23.92,7.81,0.05,3.88,11.75,4.2,,,,23.5,258.31,0.0,431.06,29.43,68.0,22.88,,,0.0,11.04,38.67,44.82,185.61,,0.75,0.76,1.97,0.55,127.75,50.51,2.87,142.82,0.8,12.41,1.97,11.93,1.21,14.61,,11.19,21.44,1.85,17.46,171.63,,,,,3.87,0.0,,,405.13,38.5,30.15,,,50.5,15.62,25.87,28.18
2026-01-01 05:00:00,0.81,10.53,65.22,54.44,219.02,1.25,217.77,278.29,24.3,35.47,301.81,588.52,4.25,23.62,99.63,145.18,72.67,95.33,10.18,1.75,70.5,22.13,1.69,82.76,4.5,53.63,6.37,0.11,,2.88,18.26,55.11,0.99,1.32,0.0,3.76,2.85,90.6,3.41,20.69,62.15,3.56,,,,2.19,10.33,,32.98,10.98,16.51,3.75,35.83,4.73,1.09,8.71,23.71,7.85,0.04,4.12,11.7,3.8,,,,23.31,259.56,0.0,419.75,29.47,65.5,22.43,,,0.0,10.84,38.83,45.22,184.52,,0.81,0.73,2.95,0.53,127.18,50.05,2.82,143.25,0.81,12.97,1.97,13.2,1.21,14.87,,11.19,22.03,1.52,16.76,144.56,,,,,3.75,0.0,,,373.18,43.6,30.31,,,49.18,15.63,19.63,27.68
2026-01-01 06:00:00,0.82,10.34,64.25,55.12,221.19,1.0,220.19,276.6,24.19,35.66,294.85,581.24,4.13,23.69,101.41,145.07,71.1,91.77,10.35,1.5,70.43,22.06,1.63,73.87,3.87,53.69,6.36,0.09,,2.91,18.93,55.33,0.97,1.37,0.0,4.19,2.69,90.09,3.56,20.48,61.64,3.63,,,,2.19,10.74,,33.26,10.49,15.22,3.38,36.01,4.84,1.1,8.69,24.29,7.9,0.05,3.76,11.86,3.45,,,,23.25,258.94,0.0,419.63,29.56,66.19,22.75,,,0.0,10.38,38.85,46.71,192.76,,11.44,0.74,2.95,0.54,128.07,49.32,2.43,141.31,0.82,11.99,1.97,8.71,1.2,14.28,,14.31,23.31,1.49,16.61,170.94,,,,,4.0,0.0,,,402.88,44.17,29.75,,,47.85,15.31,20.87,27.51
2026-01-01 07:00:00,0.81,9.28,63.78,54.91,217.76,1.06,216.7,276.64,25.0,34.53,293.12,582.29,4.19,23.81,98.81,146.37,70.51,90.43,10.28,1.4,69.88,22.0,1.87,82.39,3.47,53.85,6.36,0.06,,2.59,18.25,55.57,0.99,1.28,0.0,4.19,2.84,89.69,3.47,20.21,61.72,3.0,,,,2.22,13.05,,32.99,12.05,15.23,2.0,36.67,4.54,1.11,8.35,23.93,7.76,0.05,3.75,11.83,3.43,,,,23.31,264.75,0.0,413.19,29.53,67.84,31.32,,,0.0,10.06,35.53,46.41,226.86,,25.38,0.74,2.81,0.52,128.87,48.25,2.19,139.84,0.81,12.2,1.95,7.63,1.21,14.39,,52.06,22.88,1.7,16.77,140.0,,,,,3.94,0.0,,,394.56,40.58,29.4,,,47.63,16.56,19.5,26.97
2026-01-01 08:00:00,0.81,9.0,64.84,53.34,222.19,1.25,220.94,274.33,24.31,34.12,293.35,584.38,3.87,45.25,98.56,146.19,72.31,89.17,5.78,1.41,69.56,22.12,1.69,75.69,3.49,55.27,6.69,0.04,,2.72,19.56,56.51,0.96,1.31,0.0,4.2,2.93,89.68,3.72,20.3,61.38,3.62,,,,2.12,19.06,,35.71,12.03,15.21,3.62,35.93,4.77,1.09,8.12,23.88,7.81,0.04,3.88,11.77,3.5,,,,27.75,374.94,0.0,418.05,29.45,67.82,28.68,,,0.0,10.06,34.62,47.3,227.34,,22.5,0.72,1.47,0.37,131.63,47.31,2.19,142.78,0.81,11.81,1.97,2.18,1.22,14.41,,44.88,23.12,1.5,22.62,176.0,,,,,5.94,0.0,,,399.06,36.73,31.17,,,47.77,14.5,19.88,27.18
2026-01-01 09:00:00,0.81,9.25,65.38,54.41,219.16,1.0,218.16,278.73,22.5,34.25,288.06,584.8,3.88,40.63,100.34,147.44,72.88,90.08,4.56,1.4,71.63,21.94,1.75,83.07,3.21,55.7,6.59,0.04,,2.84,20.25,60.36,0.99,1.3,0.0,4.2,3.04,89.73,3.62,20.55,60.99,6.07,,,,2.12,17.27,,38.28,11.55,15.85,3.56,36.07,4.53,1.09,8.22,23.93,7.62,0.05,3.74,12.82,3.5,,,,27.63,339.25,0.0,412.45,29.53,66.68,31.0,,,0.0,10.5,33.73,46.91,228.24,,24.37,0.78,1.22,,135.37,47.88,2.12,143.19,0.8,11.52,1.97,,1.21,13.98,,43.56,22.62,1.5,22.47,191.56,,,,,6.93,0.0,,,408.32,38.34,31.59,,,48.55,15.19,20.0,26.67
2026-01-01 10:00:00,0.75,8.88,66.31,54.06,218.91,1.06,217.85,279.22,22.7,33.69,288.12,593.78,4.12,41.37,99.44,145.18,72.67,89.95,4.1,1.41,73.43,22.31,1.56,87.06,3.15,56.19,8.89,0.03,,2.69,20.37,59.04,1.0,1.31,0.0,3.19,3.12,90.51,3.46,20.77,61.86,5.43,,,,2.07,17.14,,37.95,12.29,14.81,3.5,35.86,4.72,1.11,8.12,23.1,7.91,0.04,3.87,13.41,3.88,,,,27.87,339.37,0.0,421.05,29.62,66.94,30.57,,,0.0,11.55,34.91,48.2,231.55,,23.56,0.8,1.24,,135.0,47.31,2.13,146.72,0.8,11.49,1.92,,1.21,13.93,,43.69,22.89,2.27,22.29,193.81,,,,,6.88,0.0,,,386.81,37.72,32.19,,,50.38,14.62,19.31,26.5
2026-01-01 11:00:00,0.82,8.78,69.03,54.81,227.61,3.57,224.04,285.39,22.24,34.0,286.07,597.7,4.19,42.19,98.5,148.19,71.25,90.28,4.59,1.41,73.13,22.75,1.69,87.04,3.12,58.52,9.34,0.04,,2.91,20.39,58.28,0.93,1.25,0.0,3.38,3.15,90.29,3.51,20.73,61.43,5.32,,,,2.0,17.7,,38.77,12.48,15.44,3.5,36.58,4.54,1.13,8.31,23.77,8.0,0.05,3.76,13.15,3.75,,,,28.0,346.44,0.0,415.63,29.53,68.47,31.31,,,0.0,10.56,34.44,48.08,222.56,,23.13,0.8,1.27,0.23,139.75,48.32,2.12,144.0,0.81,11.58,1.92,1.6,1.2,14.04,,44.81,23.15,1.89,19.83,166.94,,,,,6.75,0.0,,,412.5,37.23,34.61,,,50.86,16.13,19.81,27.44
2026-01-01 12:00:00,0.81,9.0,70.57,55.63,226.56,1.0,225.56,284.68,22.38,33.91,293.18,593.99,4.31,41.63,99.06,147.19,72.89,90.99,3.8,1.37,73.56,23.57,1.75,85.75,3.25,58.63,9.53,0.03,,2.74,20.68,58.84,0.96,1.33,0.0,3.26,3.23,90.6,3.78,20.74,61.59,5.97,,,,2.12,16.65,,38.91,12.66,15.23,1.63,38.46,4.61,1.09,8.13,23.95,7.78,0.05,3.81,12.6,3.87,,,,27.31,350.88,0.0,428.93,29.56,69.56,29.81,,,0.0,10.87,33.91,48.01,230.65,,23.81,0.8,1.27,,136.75,48.24,2.19,143.0,0.79,11.67,1.92,,1.21,13.98,,44.81,22.97,1.63,20.84,214.75,,,,,6.44,0.0,,,396.81,38.66,34.97,,,50.85,14.75,20.13,27.08
2026-01-01 13:00:00,0.75,9.03,71.59,53.97,228.46,1.0,227.46,287.38,23.25,34.43,294.75,595.28,4.31,41.75,102.25,152.37,72.77,91.52,5.78,1.44,73.06,23.93,1.63,83.2,3.31,57.51,8.97,0.03,,2.82,20.51,61.44,1.03,1.35,0.0,3.37,3.06,91.25,3.81,20.97,61.95,5.24,,,,2.09,15.95,,38.13,11.37,15.38,1.81,37.37,4.58,1.17,8.31,24.81,7.46,0.04,3.75,12.87,4.07,,,,26.75,344.12,0.0,423.75,29.54,67.82,31.44,,,0.0,10.6,34.35,47.96,230.46,,22.69,0.98,1.5,0.36,139.88,48.69,2.13,143.41,0.8,12.46,1.94,5.15,1.2,13.92,,46.13,22.9,1.74,21.04,148.94,,,,,6.31,0.0,,,405.69,38.63,32.9,,,50.72,15.25,24.69,26.91
2026-01-01 14:00:00,0.81,8.84,70.25,55.25,231.03,1.25,229.78,289.39,24.74,34.26,297.28,600.28,3.94,42.62,102.22,154.32,73.07,91.52,5.58,1.44,73.32,23.88,1.56,88.57,3.53,59.54,9.67,0.04,,2.75,20.49,59.31,0.97,1.21,0.0,3.45,3.03,92.55,3.75,20.89,63.5,5.32,,,,2.2,15.48,,38.71,10.55,15.75,3.5,36.64,4.75,1.44,8.38,24.97,7.82,0.05,3.82,12.77,4.37,,,,27.44,350.69,0.0,432.88,29.56,67.4,31.56,,,0.0,10.59,37.46,50.06,236.67,,23.94,1.03,1.43,0.34,139.25,50.44,2.12,150.28,0.81,13.62,1.92,6.4,1.21,14.19,,48.87,22.47,2.01,24.4,160.0,,,,,6.37,0.0,,,412.81,39.21,35.55,,,50.33,14.94,25.62,27.09
2026-01-01 15:00:00,0.81,8.53,70.84,55.43,236.93,1.06,235.87,291.89,25.0,35.18,296.32,599.74,3.81,42.69,102.47,153.5,71.39,93.36,8.93,1.4,74.25,23.94,1.69,82.2,4.02,64.27,9.83,0.04,,2.9,20.87,58.19,1.05,1.44,0.0,3.44,2.72,94.68,3.5,20.9,65.74,4.69,,,,2.31,16.14,,39.98,10.63,16.63,3.25,37.47,4.53,1.13,8.9,26.18,7.56,0.04,4.11,12.62,4.0,,,,27.59,348.75,0.0,426.44,29.47,68.31,32.63,,,0.0,11.04,35.04,49.22,237.08,,22.18,1.03,2.58,0.53,141.93,51.37,2.19,151.03,0.8,12.95,1.92,10.71,1.22,14.5,,48.19,22.07,1.61,24.79,216.81,,,,,7.07,0.0,,,397.56,39.6,38.64,,,50.66,16.43,20.31,27.38
2026-01-01 16:00:00,0.82,8.69,71.19,54.85,236.53,0.87,235.66,290.62,24.95,34.81,299.34,601.1,4.0,42.31,106.22,152.56,71.77,90.75,10.41,1.44,73.87,24.81,1.81,81.98,4.37,62.11,9.74,0.05,,2.91,20.47,57.93,1.12,1.3,0.0,3.45,2.94,92.3,3.5,20.6,63.54,2.87,,,,2.37,17.89,,39.52,10.48,16.91,1.63,36.03,4.56,1.2,8.67,26.94,7.37,0.05,4.07,14.0,4.0,,,,28.04,347.19,0.0,431.94,29.56,68.66,32.68,,,0.0,11.35,32.99,50.44,240.13,,23.75,0.96,3.07,0.49,145.57,50.37,2.19,151.16,0.84,14.59,1.92,11.12,1.21,14.95,,48.0,22.41,1.91,24.88,168.75,,,,,5.56,0.0,,,417.13,38.55,33.11,,,53.9,15.63,19.44,27.09
2026-01-01 17:00:00,0.75,9.5,68.47,57.03,234.99,1.25,233.74,293.76,25.62,35.31,291.56,598.47,4.25,41.88,106.53,148.87,71.3,90.9,9.19,1.5,72.5,25.44,1.8,76.24,4.87,59.85,9.89,0.07,,3.22,20.95,57.9,1.52,1.18,0.0,3.75,2.65,91.42,3.63,20.87,62.23,3.78,,,,2.25,10.83,,39.81,11.37,16.23,1.81,35.67,4.69,1.28,8.86,27.29,7.36,0.04,3.81,13.12,4.06,,,,27.06,349.18,0.0,431.0,29.4,65.44,32.75,,,0.0,11.58,33.73,50.55,230.63,,22.13,0.86,2.54,1.82,143.56,50.94,2.75,147.0,0.85,15.06,1.96,12.63,1.21,14.39,,48.44,24.8,1.88,20.93,155.38,,,,,4.0,0.0,,,382.75,39.59,34.72,,,49.63,15.25,22.19,28.19
2026-01-01 18:00:00,0.81,10.22,67.16,55.25,237.31,3.44,233.87,292.18,25.13,35.22,289.57,590.08,4.13,42.62,104.1,149.13,71.21,91.16,8.0,1.66,71.63,24.87,1.75,77.8,4.46,57.46,9.91,0.06,,3.22,20.49,57.46,1.21,1.28,0.0,3.51,2.47,92.04,3.55,20.78,63.18,3.78,,,,2.44,12.54,,39.06,11.37,16.66,1.87,35.72,4.62,1.31,8.57,26.24,7.49,0.05,3.69,12.35,4.19,,,,27.53,352.32,0.0,431.44,29.82,65.28,31.69,,,0.0,11.59,36.07,48.61,229.26,,22.44,1.03,2.37,0.88,139.19,51.25,2.75,148.18,0.83,14.27,1.97,13.01,1.22,14.39,,47.81,24.44,1.55,20.7,165.62,,,,,3.81,0.0,,,400.44,41.4,34.5,,,51.67,15.19,23.44,27.75
2026-01-01 19:00:00,0.75,10.16,64.87,55.37,232.15,0.75,231.4,292.2,24.36,34.41,286.31,592.42,4.25,42.06,103.56,144.44,72.18,90.73,8.0,1.65,70.93,24.44,1.94,77.03,4.26,58.01,8.42,0.08,,3.0,20.44,56.42,1.44,1.28,0.0,3.12,2.57,90.57,3.76,20.18,62.01,3.63,,,,2.13,10.37,,39.05,12.81,16.25,1.88,35.47,4.56,1.33,9.19,24.41,7.53,0.05,3.81,13.19,4.12,,,,27.78,342.31,0.0,429.05,29.56,66.78,28.94,,,0.0,11.46,34.78,48.17,234.4,,22.81,0.97,2.25,0.47,135.75,50.69,2.75,147.5,0.84,13.44,1.97,13.01,1.21,14.06,,46.81,23.35,1.92,20.58,210.13,,,,,3.94,0.0,,,374.68,43.79,32.23,,,48.31,16.31,18.93,29.34
2026-01-01 20:00:00,0.81,9.72,66.44,54.97,231.37,1.25,230.12,291.44,22.89,34.78,287.78,592.55,4.0,40.32,103.31,145.68,72.51,91.55,7.76,1.66,69.75,25.25,1.81,79.4,3.79,57.35,7.19,0.07,,2.91,19.62,58.11,1.18,1.15,0.0,3.13,2.22,89.09,3.66,20.16,60.87,3.74,,,,2.15,9.45,,37.68,13.33,16.48,1.87,35.55,4.45,1.25,8.65,23.74,7.19,0.04,3.76,14.56,3.88,,,,22.97,268.87,0.0,427.13,29.69,67.31,29.81,,,0.0,10.53,33.96,47.44,229.25,,21.81,0.72,2.26,0.55,133.31,49.87,2.75,145.25,0.84,13.5,1.95,13.72,1.21,14.22,,46.69,23.06,1.54,20.3,169.31,,,,,4.0,0.0,,,395.88,41.0,30.44,,,48.12,15.19,19.38,29.92
2026-01-01 21:00:00,0.81,9.46,64.22,55.35,224.99,1.25,223.74,289.29,22.31,35.47,290.78,589.97,4.12,26.43,101.06,144.82,72.59,91.19,7.91,1.69,69.13,24.81,1.88,74.98,4.01,56.71,7.31,0.08,,2.84,19.69,55.07,1.12,1.37,0.0,3.12,2.05,88.99,3.59,20.32,60.33,3.78,,,,2.13,9.82,,37.42,12.3,15.58,1.94,36.86,4.62,1.28,8.88,23.57,7.53,0.05,3.68,12.78,3.56,,,,22.87,263.32,0.0,424.81,29.59,63.75,23.38,,,0.0,10.47,34.19,46.55,228.94,,23.13,0.95,2.26,0.48,130.75,51.19,2.75,146.19,0.85,13.36,1.97,12.82,1.27,14.08,,39.69,22.99,1.97,19.97,230.25,,,,,3.94,0.0,,,385.06,38.78,28.95,,,48.01,16.18,19.69,30.4
2026-01-01 22:00:00,0.82,9.82,64.81,55.06,219.78,0.81,218.97,282.84,22.31,34.62,291.09,593.0,4.13,24.82,101.97,142.87,69.04,91.21,8.2,2.93,69.5,23.75,2.75,84.32,4.18,56.9,7.07,0.09,,3.09,19.12,54.61,1.46,1.09,0.0,3.2,1.98,88.5,3.62,20.15,60.13,3.54,,,,2.24,10.42,,36.21,12.31,16.66,1.88,35.93,4.59,1.24,9.93,22.81,7.48,0.04,3.87,11.96,3.75,,,,23.94,265.12,0.0,428.44,29.62,64.69,22.81,,,0.0,10.64,34.83,44.7,220.72,,21.68,0.9,2.28,0.5,129.37,50.5,2.81,145.78,0.84,13.2,1.97,,1.28,14.72,,11.81,21.91,1.65,18.44,167.0,,,,,4.0,0.0,,,381.75,36.69,28.75,,,47.79,15.63,21.06,30.12
2026-01-01 23:00:00,0.75,10.34,63.31,53.84,222.26,0.88,221.38,276.63,22.63,33.73,288.63,581.66,4.12,24.12,100.69,143.25,71.07,89.52,8.59,1.69,68.62,24.31,2.13,84.65,3.9,55.75,6.52,0.09,,2.98,19.57,55.21,1.05,1.03,0.0,3.2,2.12,88.91,3.91,20.27,60.08,3.59,,,,2.13,9.92,,35.29,13.02,15.53,1.81,34.69,4.58,1.22,8.01,23.5,7.4,0.05,3.76,11.84,3.87,,,,22.97,265.06,0.0,433.5,29.73,64.59,22.31,,,0.0,11.1,35.36,44.58,215.15,,22.38,0.73,2.26,0.6,126.82,51.01,2.81,146.91,0.83,12.82,1.96,,1.28,14.51,,8.5,18.76,1.92,17.77,186.25,,,,,4.12,0.0,,,399.38,36.51,28.85,,,47.65,16.31,22.87,29.97
2026-01-02 00:00:00,0.81,10.38,63.91,54.35,215.71,1.31,214.4,275.09,22.75,34.49,287.53,578.63,4.07,24.25,102.0,143.19,71.21,89.02,8.75,1.72,67.75,23.82,1.81,79.7,3.71,54.52,6.3,0.1,,2.93,19.31,54.15,1.07,1.3,0.0,3.18,2.25,88.85,3.41,20.17,60.7,3.38,,,,2.28,9.47,,34.39,13.09,14.58,1.81,35.52,4.59,1.1,7.56,22.97,7.72,0.05,3.75,11.88,4.01,,,,23.5,263.75,0.0,441.0,29.81,65.72,22.88,,,0.0,10.63,33.22,44.71,178.72,,14.75,0.7,2.26,0.52,127.43,50.93,2.88,140.56,0.84,12.9,1.97,11.81,1.28,13.6,,8.44,18.55,1.52,18.26,153.94,,,,,3.88,0.0,,,374.81,38.85,31.98,,,48.0,15.63,20.32,30.15
2026-01-02 01:00:00,0.81,10.59,63.22,54.65,214.27,1.13,213.14,272.02,22.5,34.85,289.88,585.15,4.06,24.0,100.66,144.75,70.56,91.55,9.64,1.72,67.82,23.43,1.75,78.22,3.19,53.99,6.31,0.1,,2.82,18.25,53.57,0.98,1.22,0.0,3.2,2.03,88.79,3.77,20.05,60.51,3.4,,,,2.07,9.5,,33.93,12.34,14.29,2.31,35.06,4.64,1.13,7.87,23.62,7.46,0.04,3.8,11.85,3.87,,,,23.5,260.0,0.0,432.69,29.75,64.16,22.25,,,0.0,10.78,32.36,45.06,178.58,,0.81,0.81,2.27,0.52,125.75,50.19,2.87,140.81,0.83,12.9,1.97,10.69,1.28,12.33,,11.37,18.91,1.51,18.05,149.31,,,,,3.81,0.0,,,398.81,36.23,32.38,,,47.02,15.75,21.87,30.35
2026-01-02 02:00:00,0.88,10.47,63.65,53.63,216.47,3.06,213.41,268.15,22.48,34.87,289.06,583.03,4.31,24.06,100.46,144.31,68.42,90.65,10.19,1.72,68.18,23.13,1.75,78.32,2.92,54.07,6.11,0.11,,2.74,18.87,54.37,1.0,1.01,0.0,3.19,1.94,88.64,3.79,20.22,60.23,3.38,,,,2.18,10.21,,33.38,11.19,15.83,2.94,35.83,4.79,1.1,7.57,23.69,7.54,0.05,3.69,11.58,3.69,,,,23.84,254.69,0.0,434.31,29.99,64.53,22.56,,,0.0,10.11,36.14,43.17,176.38,,0.75,0.78,2.38,0.55,123.82,51.37,2.88,139.07,0.8,12.31,1.97,10.58,1.28,12.91,,11.38,18.56,1.51,17.53,136.75,,,,,3.94,0.0,,,369.94,36.12,29.53,,,47.2,15.62,20.13,30.09
2026-01-02 03:00:00,0.81,10.81,62.6,54.25,213.12,1.06,212.06,266.66,23.08,35.16,287.4,580.0,4.19,23.88,100.07,142.75,68.92,90.11,9.74,1.75,67.57,23.25,1.62,79.21,3.55,53.33,6.35,0.1,,2.76,18.63,53.77,0.96,1.12,0.0,3.38,2.1,87.9,3.59,20.22,59.85,3.28,,,,2.07,9.84,,34.22,11.1,14.74,2.94,36.37,4.6,1.07,7.93,23.66,7.81,0.05,3.94,11.59,3.43,,,,23.07,257.38,0.0,430.12,29.78,64.78,22.37,,,0.0,10.79,34.4,43.43,177.68,,0.75,0.81,2.71,0.49,123.25,50.76,2.87,138.31,0.81,12.46,1.97,11.77,1.28,13.03,,11.25,19.47,1.83,17.98,187.37,,,,,4.06,0.0,,,394.19,35.54,29.84,,,46.91,16.75,20.31,30.41
2026-01-02 04:00:00,0.81,10.47,63.47,53.25,215.76,1.25,214.51,266.24,22.5,34.66,285.47,581.59,4.12,23.12,99.78,143.13,71.05,90.61,10.29,1.75,67.43,22.75,1.69,77.18,3.27,52.81,6.07,0.05,,2.77,18.63,53.69,0.93,1.32,0.0,3.5,2.3,88.27,3.73,20.17,60.0,3.44,,,,2.18,9.46,,33.85,10.3,14.66,2.94,35.85,4.59,1.09,7.66,23.32,7.68,0.05,3.69,11.79,3.32,,,,23.03,256.68,0.0,428.07,30.07,64.75,22.5,,,0.0,10.56,33.93,43.97,177.29,,0.75,0.82,2.27,0.56,124.31,51.62,2.94,140.87,0.81,12.63,1.97,11.64,1.27,13.21,,11.31,19.06,1.55,18.04,130.82,,,,,4.25,0.0,,,371.56,37.13,28.49,,,46.32,14.81,19.12,30.44
2026-01-02 05:00:00,0.81,10.66,61.71,54.03,214.47,1.06,213.41,266.32,24.06,36.34,286.1,574.42,4.13,23.94,100.4,143.18,69.43,88.97,10.3,1.72,66.75,22.69,1.69,79.31,3.05,52.2,6.3,0.01,,2.75,18.81,54.03,0.93,1.05,0.0,3.83,2.38,87.75,3.46,19.95,59.7,3.47,,,,2.16,9.9,,33.47,10.98,14.05,3.68,35.72,4.65,1.09,7.93,23.59,7.42,0.04,3.81,11.67,3.44,,,,23.37,258.19,0.0,425.63,29.85,64.38,22.57,,,0.0,10.74,54.62,44.16,176.81,,0.81,0.86,2.93,0.51,126.56,51.0,2.94,137.72,0.83,12.55,1.97,11.78,1.29,12.99,,11.06,20.2,1.56,18.1,128.06,,,,,4.0,0.0,,,394.62,36.55,29.36,,,47.28,15.5,19.44,29.75
2026-01-02 06:00:00,0.82,10.9,63.19,53.94,214.01,0.75,213.26,265.45,35.49,33.87,287.87,572.06,4.12,23.69,98.82,142.25,67.83,86.76,9.49,1.5,66.88,22.81,1.62,76.69,2.84,52.23,6.24,0.03,,2.72,18.18,53.4,0.84,1.12,0.0,4.63,1.93,87.88,3.66,20.03,59.56,3.46,,,,2.18,9.97,,34.23,10.66,13.81,3.44,35.95,4.64,1.24,7.57,23.49,7.37,0.05,3.69,11.68,3.25,,,,23.19,259.81,0.0,413.93,30.24,63.84,22.12,,,0.0,10.38,66.26,45.49,183.57,,9.63,0.82,2.94,0.56,126.06,49.94,2.43,135.1,0.81,12.04,1.97,8.51,1.28,12.69,,14.25,21.72,1.54,16.8,130.19,,,,,4.06,0.0,,,372.38,39.6,28.34,,,46.55,15.25,19.06,30.0
