Datetime,校史館,舊總圖,農化二館暨行政大樓,大門口警衛室,職涯中心,學生心理輔導中心,行政大樓教務處資訊室,保管組倉庫,行政大樓前棟,行政大樓後棟,教學二期大樓(不含圖書館書庫),圖書館書庫,鄭江樓南棟6樓保管組(不含公共),鄭江樓南棟7樓保管組(不含公共),計資中心,行政大樓(水源)
2026-01-15 20:00:00,,,32.69,1.77,0.07,0.06,16.88,,4.8,32.45,28.65,67.47,,,368.27,4.87
2026-01-15 21:00:00,,,31.5,1.8,0.08,0.05,16.59,,4.66,30.23,25.65,82.72,,,368.42,4.69
2026-01-15 22:00:00,,,29.06,1.79,0.07,0.05,16.44,,3.58,30.24,25.1,70.0,,,368.18,4.96
2026-01-15 23:00:00,,,27.62,1.8,0.08,0.05,16.89,,3.4,29.91,24.93,67.57,,,368.55,4.66
2026-01-16 00:00:00,,,26.88,1.8,0.07,0.05,16.22,,3.08,30.07,24.67,67.59,,,368.47,4.4
2026-01-16 01:00:00,,,26.31,1.79,0.07,0.05,17.12,,3.25,30.72,25.23,67.0,,,368.34,4.45
2026-01-16 02:00:00,,,25.88,1.77,0.08,0.05,16.09,,3.19,29.1,25.1,67.75,,,369.39,4.4
2026-01-16 03:00:00,,,26.12,1.84,0.07,0.05,17.26,,3.31,30.76,24.98,67.39,,,368.85,4.72
2026-01-16 04:00:00,,,26.25,1.79,0.08,0.05,16.24,,3.35,30.32,29.67,67.67,,,367.98,4.56
2026-01-16 05:00:00,,,25.75,1.72,0.07,0.05,17.13,,3.49,29.62,26.44,67.85,,,369.44,4.44
2026-01-16 06:00:00,,,26.75,0.78,0.07,0.05,16.11,,3.41,28.74,28.92,70.86,,,364.52,4.03
2026-01-16 07:00:00,,,30.13,0.61,0.08,0.05,17.32,,4.94,36.9,54.69,56.71,,,366.46,3.59
2026-01-16 08:00:00,,,34.5,0.6,0.09,0.46,16.74,,11.25,59.68,57.26,49.8,,,371.44,3.85
2026-01-16 09:00:00,,,36.37,0.64,0.13,0.63,16.71,,13.26,56.76,64.83,57.15,,,374.75,3.28
2026-01-16 10:00:00,,,39.44,0.62,0.21,0.71,16.63,,13.18,55.91,64.12,54.65,,,378.08,3.72
2026-01-16 11:00:00,,,40.5,0.6,0.21,0.53,16.61,,13.75,56.35,64.09,54.99,,,381.67,3.75
2026-01-16 12:00:00,,,38.69,0.61,0.3,0.61,16.67,,12.22,48.29,65.76,54.25,,,375.1,3.5
2026-01-16 13:00:00,,,39.5,0.61,0.31,0.48,16.63,,12.88,50.55,65.32,53.83,,,379.07,3.59
2026-01-16 14:00:00,,,43.25,0.61,0.26,0.34,16.73,,13.83,54.42,64.18,55.42,,,381.22,4.79
2026-01-16 15:00:00,,,44.12,0.62,0.14,0.41,16.7,,13.23,57.12,63.31,54.42,,,383.86,5.0
2026-01-16 16:00:00,,,44.31,0.76,0.09,0.28,16.64,,12.24,54.08,63.35,55.91,,,376.64,5.25
2026-01-16 17:00:00,1.97,12.49,39.88,1.6,0.09,0.04,16.61,,9.63,45.91,44.41,63.04,,,366.82,6.03
2026-01-16 18:00:00,,,36.37,1.81,0.07,0.05,16.6,,7.62,36.22,24.86,66.94,,,373.64,6.0
2026-01-16 19:00:00,,,32.25,1.82,0.07,0.06,16.58,,6.11,32.81,22.44,67.73,,,370.92,5.12
2026-01-16 20:00:00,0.85,10.82,30.75,1.77,0.07,0.05,16.57,,5.31,31.88,21.59,68.17,,,371.04,5.41
2026-01-16 21:00:00,0.84,10.66,29.19,1.8,0.07,0.05,16.49,,4.84,32.16,21.81,67.9,,,367.5,5.31
2026-01-16 22:00:00,0.78,10.52,28.19,1.79,0.08,0.06,16.55,,3.8,29.98,21.51,68.47,,,368.65,5.41
2026-01-16 23:00:00,0.85,9.92,27.56,1.77,0.07,0.04,16.45,,3.71,29.04,21.29,68.11,,,367.1,5.09
2026-01-17 00:00:00,0.84,9.58,26.69,1.8,0.08,0.05,16.59,,3.56,28.99,19.76,68.58,,,367.5,4.4
2026-01-17 01:00:00,0.82,9.58,27.06,1.78,0.08,0.05,16.47,,3.49,28.93,20.76,68.23,,,367.57,4.63
2026-01-17 02:00:00,0.78,10.18,26.69,1.78,0.09,0.05,16.58,,3.61,29.12,20.65,68.53,,,368.79,4.62
2026-01-17 03:00:00,0.84,9.81,26.87,1.84,0.06,0.05,16.65,,3.61,29.38,21.25,68.0,,,366.38,4.57
2026-01-17 04:00:00,0.78,9.12,26.44,1.78,0.07,0.05,16.64,,3.49,30.31,25.63,68.29,,,367.25,4.56
2026-01-17 05:00:00,0.84,9.81,26.13,1.71,0.09,0.05,16.48,,3.09,28.44,22.62,68.48,,,366.31,4.6
2026-01-17 06:00:00,0.85,9.38,27.18,0.8,0.06,0.05,16.41,,2.6,27.57,24.13,71.36,,,365.13,4.22
2026-01-17 07:00:00,0.84,8.68,27.19,0.6,0.09,0.05,16.15,,2.62,28.22,28.38,71.15,,,364.37,3.56
2026-01-17 08:00:00,3.72,10.25,27.5,0.59,0.08,0.04,16.84,,2.98,29.04,35.82,71.31,,,361.38,3.62
2026-01-17 09:00:00,7.41,12.83,28.25,0.64,0.08,0.05,17.54,,2.84,29.86,34.47,71.12,,,362.15,3.56
2026-01-17 10:00:00,7.4,13.02,30.13,0.59,0.07,0.04,16.89,,3.11,29.2,35.6,71.12,,,362.57,3.44
2026-01-17 11:00:00,7.41,12.95,30.0,0.6,0.07,0.05,16.97,,3.19,29.48,33.51,79.01,,,362.71,3.72
2026-01-17 12:00:00,7.35,13.02,29.81,0.61,0.08,0.04,16.92,,3.09,29.31,31.44,92.31,,,365.35,3.84
2026-01-17 13:00:00,7.4,12.93,30.19,0.62,0.07,0.05,17.1,,2.98,29.4,30.8,92.21,,,368.72,3.69
2026-01-17 14:00:00,7.35,13.18,31.5,0.6,0.08,0.05,16.92,,3.08,29.07,30.93,91.71,,,371.12,3.6
2026-01-17 15:00:00,7.37,13.6,31.56,0.62,0.07,0.04,16.91,,2.93,28.25,30.54,76.75,,,371.41,3.37
2026-01-17 16:00:00,7.21,12.98,31.06,0.74,0.08,0.05,16.8,,2.76,27.99,28.78,71.08,,,365.65,3.63
2026-01-17 17:00:00,0.79,10.11,31.44,1.6,0.07,0.05,16.79,,3.53,29.4,22.31,69.84,,,364.69,4.37
2026-01-17 18:00:00,0.78,9.42,31.94,1.83,0.07,0.05,16.62,,3.73,29.3,23.06,67.85,,,365.0,4.19
2026-01-17 19:00:00,0.85,9.89,29.31,1.77,0.08,0.05,16.69,,3.68,29.31,22.69,67.81,,,361.81,4.37
2026-01-17 20:00:00,0.78,9.69,28.87,1.79,0.07,0.05,16.61,,3.72,29.18,21.62,68.12,,,361.22,4.5
2026-01-17 21:00:00,0.84,9.68,28.19,1.83,0.08,0.05,16.65,,3.76,29.06,22.28,68.13,,,361.47,4.28
2026-01-17 22:00:00,0.78,8.96,27.56,1.77,0.07,0.05,16.55,,3.71,28.95,22.15,68.25,,,361.78,4.38
2026-01-17 23:00:00,0.78,9.18,27.0,1.79,0.07,0.05,16.57,,3.62,29.09,21.78,68.18,,,360.94,4.87
2026-01-18 00:00:00,,,,,,,,,,,,,,,,
2026-01-18 01:00:00,,,,,,,,,,,,,,,,
2026-01-18 02:00:00,,,,,,,,,,,,,,,,
2026-01-18 03:00:00,,,,,,,,,,,,,,,,
2026-01-18 04:00:00,,,,,,,,,,,,,,,,
2026-01-18 05:00:00,,,,,,,,,,,,,,,,
2026-01-18 06:00:00,,,,,,,,,,,,,,,,
2026-01-18 07:00:00,,,,,,,,,,,,,,,,
2026-01-18 08:00:00,,,,,,,,,,,,,,,,
2026-01-18 09:00:00,,,,,,,,,,,,,,,,
2026-01-18 10:00:00,,,,,,,,,,,,,,,,
2026-01-18 11:00:00,,,,,,,,,,,,,,,,
2026-01-18 12:00:00,,,,,,,,,,,,,,,,
2026-01-18 13:00:00,,,,,,,,,,,,,,,,
2026-01-18 14:00:00,,,,,,,,,,,,,,,,
